,ec,ph,cunt,otmsuplyqy,id,measDtStr
6214,2.245080954,5.5,26.0,86.5,39,20180528230000
6238,2.2417382040000002,5.5,27.0,86.2962963,39,20180529230000
6262,2.291327591,5.5,10.75,86.975,39,20180530230000
6286,2.2490675209999997,5.5,16.0,79.9375,39,20180531230000
6287,2.235147754,5.5,30.0,86.33333333,39,20180601000000
6288,2.227077554,5.5,31.0,86.12903226,39,20180602000000
6289,2.254266878,5.5,19.0,87.31578947,39,20180603000000
6290,2.272597237,5.5,15.5,89.29479167,39,20180604000000
6291,2.270523991,5.5,16.0,89.9375,39,20180605000000
6292,2.2452247969999997,5.5,19.25,93.95526316,39,20180606000000
6293,2.234404043,5.5,48.5,94.828125,39,20180607000000
6294,2.247454287,5.5,23.0,95.23011364,39,20180608000000
6295,2.2612439909999997,5.5,10.75,101.5204546,39,20180609000000
6296,2.268639088,5.5,17.0,97.52941177,39,20180610000000
6297,2.288080631,5.5,10.0,94.4,39,20180611000000
6298,2.271997472,5.5,19.5,94.39934211,39,20180612000000
6299,2.258670412,5.5,9.75,101.79166670000001,39,20180613000000
6300,2.260334457,5.5,11.0,99.25,39,20180614000000
6301,2.245715339,5.5,11.5,91.41666667,39,20180615000000
6302,2.257090153,5.5,9.0,102.5277778,39,20180616000000
6303,2.276594783,5.5,13.25,94.92857143,39,20180617000000
6304,2.244847422,5.5,27.0,94.88888889,39,20180618000000
6305,2.3,5.5,6.0,97.83333333,39,20180619000000
6306,2.251827279,5.5,20.0,97.075,39,20180620000000
6307,2.234096212,5.5,30.25,95.15322581,39,20180621000000
6308,2.2566204290000003,5.5,25.0,95.82,39,20180622000000
6309,2.247831365,5.5,24.25,93.49625,39,20180623000000
6310,2.237894679,5.5,28.0,95.625,39,20180624000000
6311,2.2518430240000002,5.5,25.0,96.18,39,20180625000000
6312,2.3,5.5,2.0,99.75,39,20180626000000
6313,2.288166136,5.5,10.25,90.99318182,39,20180627000000
6314,2.299795659,5.5,5.5,94.525,39,20180628000000
6315,2.263953361,5.5,20.0,94.0875,39,20180629000000
6316,2.3,5.5,6.0,99.58333333,39,20180630000000
6317,2.298493646,5.5,9.0,96.72222222,39,20180701000000
6318,2.285734626,5.5,11.5,93.12121212,39,20180702000000
6319,2.257928466,5.5,23.0,94.68478261,39,20180703000000
6320,2.24873383,5.5,26.0,95.71153846,39,20180704000000
9,2.494631353,5.987115247,11.9875,80.0,42,20170930230000
36,2.5,6.0,12.9875,80.0,42,20170929230000
45,2.498262682,5.995830438,8.988235293999999,85.0,42,20170919230000
96,2.5,6.0,9.034375,80.0,42,20170928230000
119,2.498262682,5.995830438,10.72048408,84.34027778,42,20170918230000
123,2.5,6.0,10.9875,80.0,42,20170926210000
124,2.5,6.0,1.0,80.0,42,20170927000000
150,2.498262682,5.995830438,10.05625,80.0,42,20170925230000
158,2.5,6.0,9.859375,80.0,42,20170917230000
197,2.5,6.0,7.9875,80.0,42,20170916230000
210,2.5,6.0,9.71875,80.0,42,20170924230000
249,2.5,6.0,7.806979984,84.42361111,42,20170923230000
259,2.498263889,5.995833332999999,8.9875,80.0,42,20170915230000
283,0.49791521899999996,5.974982627,38.49944154,40.52854123,42,20170815230000
321,0.5,6.0,6.054936306,30.76065892,42,20170816230000
345,1.018944844,6.0,5.0,40.0,42,20170817230000
369,1.36824843,6.0,3.0,40.0,42,20170818230000
391,1.5,6.0,6.0,40.0,42,20170819230000
415,1.5,6.0,1.0,40.0,42,20170820230000
453,1.5,6.0,4.0,40.0,42,20170821230000
467,1.5,6.0,1.0,40.0,42,20170822230000
491,2.157400973,6.0,5.0,40.0,42,20170823230000
515,2.5,6.0,4.7294837560000005,48.735,42,20170824230000
539,2.5,6.0,5.0,50.0,42,20170825230000
577,2.5,6.0,5.0,50.0,42,20170826230000
601,2.3970833330000003,6.0,4.083930723,89.87455197,42,20170827230000
624,2.3,6.0,3.288798472,94.88317757,42,20170828230000
647,2.3,6.0,1.010714286,70.0,42,20170829230000
678,2.3,6.0,1.0,70.0,42,20170830230000
709,2.436944444,6.0,8.449150821,65.05714286,42,20170831230000
733,2.5,6.0,9.963006586,57.8515625,42,20170901230000
757,2.5,6.0,9.742891251,57.6796875,42,20170902230000
781,2.5,6.0,10.98,50.0,42,20170903230000
812,2.5,6.0,5.98,50.0,42,20170904230000
843,2.5,6.0,2.0,50.0,42,20170905230000
866,2.5,6.0,1.0,50.0,42,20170906230000
889,2.5,6.0,3.0064516130000003,69.85074627,42,20170907230000
920,2.5,6.0,7.156871118,67.83333333,42,20170908230000
944,2.5,6.0,11.98,50.0,42,20170909230000
975,2.5,6.0,8.215956842999999,66.30094044,42,20170910230000
999,2.5,6.0,2.711109413,77.68011527,42,20170911230000
1023,2.49305073,5.983321751,10.9875,80.0,42,20170912230000
1054,2.5,6.0,10.98571429,70.0,42,20170913230000
1085,2.497398543,5.993756503999999,6.8625,80.0,42,20170914230000
1096,2.5,6.0,5.988235294,85.0,42,20170920230000
1120,2.5,6.0,8.988235293999999,85.0,42,20170921230000
1144,2.4947880469999997,5.987491313,9.073529412000001,85.0,42,20170922230000
1222,2.5,6.0,1.0,80.0,42,20171002230000
1246,2.5,6.0,11.9875,80.0,42,20171003230000
1270,2.5,6.0,5.190625,80.0,42,20171004230000
1301,2.495697074,5.989672978,2.0,80.0,42,20171005230000
1356,2.494918699,5.9878048779999995,12.221875,80.0,42,20171007230000
1380,2.5,6.0,11.17211851,78.78048781,42,20171008230000
1411,2.498261474,5.9958275379999995,9.53125,80.0,42,20171009230000
1435,2.5,6.0,8.9875,80.0,42,20171010230000
1466,2.5,6.0,8.229166667000001,60.66852368,42,20171011230000
1490,2.5,6.0,2.079510703,77.25593668,42,20171012230000
1514,2.493060375,5.9833448989999996,11.59957541,76.35555556,42,20171013230000
1545,2.5,6.0,8.445996979,76.26535627,42,20171014230000
1569,2.498110355,5.995464853,5.080024293,78.61842105,42,20171015230000
1600,2.5,6.0,4.167721519,67.82178218,42,20171016230000
1624,2.496527778,5.9916666670000005,7.386937881000001,76.27791563,42,20171017230000
1655,2.5,6.0,4.911976257,70.37681159,42,20171018230000
1679,2.5,6.0,7.9875,80.0,42,20171019230000
1709,2.5,6.0,9.9875,80.0,42,20171020230000
1732,2.5,6.0,8.9875,80.0,42,20171021230000
1755,2.5,6.0,7.9875,80.0,42,20171022230000
1786,2.5,6.0,7.9875,80.0,42,20171023230000
1810,2.5,6.0,6.9875,80.0,42,20171024230000
1841,2.5,6.0,7.9875,80.0,42,20171025230000
1865,2.5,6.0,6.9875,80.0,42,20171026230000
1896,2.5,6.0,7.343854554,77.69736842,42,20171027230000
1920,2.5,6.0,6.985714286,70.0,42,20171028230000
1944,2.5,6.0,7.653571428999999,70.0,42,20171029230000
1975,2.5,6.0,6.985714286,70.0,42,20171030230000
1999,2.5,6.0,6.985714286,70.0,42,20171031230000
2003,2.0,5.5,14.98333333,60.0,42,20180327230000
2030,2.5,6.0,6.985714286,70.0,42,20171101230000
2054,2.5,6.0,6.985714286,70.0,42,20171102230000
2077,2.5,6.0,5.985714286,70.0,42,20171103230000
2108,2.5,6.0,6.985714286,70.0,42,20171104230000
2123,1.78721174,5.994140625,4.0,65.0,42,20171212230000
2139,2.5,6.0,8.728571429,70.0,42,20171105230000
2162,2.5,6.0,7.985714286,70.0,42,20171106230000
2185,2.5,6.0,3.9857142860000003,70.0,42,20171107230000
2208,2.5,6.0,7.985714286,70.0,42,20171108230000
2238,2.5,6.0,7.985714286,70.0,42,20171109230000
2268,2.5,6.0,5.985714286,70.0,42,20171110230000
2291,2.498263889,5.995833332999999,8.278571429,70.0,42,20171111230000
2315,2.5,6.0,7.985714286,70.0,42,20171112230000
2346,2.5,6.0,6.985714286,70.0,42,20171113230000
2376,2.498263889,5.995833332999999,7.985714286,70.0,42,20171114230000
2399,2.5,6.0,7.910714286,70.0,42,20171115230000
2422,2.5,6.0,7.985714286,70.0,42,20171116230000
2445,2.5,6.0,5.985714286,70.0,42,20171117230000
2475,2.5,6.0,6.985714286,70.0,42,20171118230000
2484,2.5,6.0,4.0,65.0,42,20171211230000
2506,2.5,6.0,6.985714286,70.0,42,20171119230000
2530,2.5,6.0,6.985714286,70.0,42,20171120230000
2553,2.498263889,5.995833332999999,6.985714286,70.0,42,20171121230000
2577,2.498263889,5.995833332999999,4.985714286,70.0,42,20171122230000
2615,2.5,6.0,5.985714286,70.0,42,20171123230000
2638,2.496527778,5.9916666670000005,5.985714286,70.0,42,20171124230000
2662,2.4982431480000002,5.995783556,5.985714286,70.0,42,20171125230000
2686,2.491319444,5.979166667,6.985714286,70.0,42,20171126230000
2710,2.5,6.0,6.985714286,70.0,42,20171127230000
2747,2.4970095690000003,5.992822967,4.985714286,70.0,42,20171128230000
2770,2.5,6.0,4.985714286,70.0,42,20171129230000
2794,2.5,6.0,4.985714286,70.0,42,20171130230000
2818,2.5,6.0,4.985714286,70.0,42,20171201230000
2842,2.491909385,5.980582524,4.985714286,70.0,42,20171202230000
2880,2.5,6.0,5.610714286,70.0,42,20171203230000
2904,2.5,6.0,0.9642857140000001,70.0,42,20171204230000
2927,2.5,6.0,2.933786202,66.52861446,42,20171205230000
2951,2.497206704,5.993296088999999,3.0,65.0,42,20171206230000
2971,2.0,5.5,1.0,50.0,42,20180506230000
2981,2.5,6.0,3.0,65.0,42,20171207230000
3011,2.5,6.0,2.0,65.0,42,20171208230000
3035,2.5,6.0,2.0,65.0,42,20171209230000
3059,2.5,6.0,4.0,65.0,42,20171210230000
3331,2.0,5.5,14.4959217,64.1239083,42,20180505230000
3338,2.5,5.4,3.0,80.0,42,20180101230000
3356,2.0,5.5,10.3125,60.0,42,20180326230000
3369,2.5,5.4,3.0,80.0,42,20180102230000
3392,2.5,5.4,3.73125,80.0,42,20180103230000
3416,2.5,5.4,3.013636364,77.14285714,42,20180104230000
3438,2.5,5.4,2.791496294,76.13333333,42,20180105230000
3468,2.5,5.4,1.778834808,65.32945736,42,20180106230000
3497,2.5,5.4,1.0,57.5,42,20180107230000
3519,2.5,5.4,3.0,57.5,42,20180108230000
3542,2.5,5.4,4.0,57.5,42,20180109230000
3564,2.5,5.4,3.0,57.5,42,20180110230000
3591,2.5,5.4,2.9,57.5,42,20180111230000
3619,2.5,5.4,4.9875,57.5,42,20180112220000
3634,2.5,5.4,4.0,57.5,42,20180113230000
3652,2.5,5.4,3.0,57.5,42,20180114230000
3669,2.5,5.4,5.9825,57.5,42,20180115220000
3708,2.5,5.4,3.0,57.5,42,20180117230000
3728,2.5,5.4,4.9875,57.5,42,20180118230000
3737,2.0,5.5,6.983333332999999,60.0,42,20180325230000
3756,2.5,5.4,4.9875,57.5,42,20180119230000
3770,2.5,5.4,4.854166667,57.5,42,20180120230000
3789,2.5,5.4,4.9875,57.5,42,20180121230000
3806,2.5,5.4,2.0,57.5,42,20180122220000
3819,2.0,5.5,15.992850500000001,63.84368836,42,20180504230000
3827,2.5,5.4,4.0,57.5,42,20180123230000
3839,2.5,5.4,3.0,57.5,42,20180124230000
3855,2.5,5.4,4.9875,57.5,42,20180125230000
3875,2.5,5.4,4.9875,57.5,42,20180126230000
3890,2.5,5.4,3.388554217,55.67460318,42,20180127230000
3904,2.5,5.4,4.9875,57.5,42,20180128230000
3916,2.5,5.4,4.0,57.5,42,20180129220000
3931,2.5,5.4,4.9875,57.5,42,20180130230000
3956,2.5,5.4,3.0,57.5,42,20180131230000
3980,2.5,5.4,4.9875,57.5,42,20180201230000
4011,2.5,5.4,4.9875,57.5,42,20180202230000
4035,2.5,5.4,4.0,57.5,42,20180203230000
4063,2.5,5.4,3.0,57.5,42,20180204230000
4087,2.5,5.4,4.0,57.5,42,20180205230000
4109,2.5,5.4,1.715,57.5,42,20180206230000
4135,2.5,5.4,2.0,57.5,42,20180207230000
4157,2.5,5.4,4.0,57.5,42,20180208230000
4186,2.5,5.4,4.9875,57.5,42,20180209230000
4207,2.5,5.4,0.979166667,57.5,42,20180210230000
4221,2.5,5.4,3.0,57.5,42,20180211230000
4238,2.5,5.4,1.535714286,47.27272727,42,20180212230000
4246,2.0,5.5,11.98333333,60.0,42,20180324230000
4264,2.5,5.4,5.007594086,57.26190476,42,20180213230000
4285,2.5,5.4,4.9875,57.5,42,20180214230000
4293,2.0,5.5,13.17799699,63.74401914,42,20180503230000
4313,2.5,5.4,2.9305526860000004,77.27124183,42,20180215230000
4335,2.5,5.4,4.477678571,77.5,42,20180216230000
4357,2.5,5.4,5.207706108,74.08914729,42,20180217230000
4387,2.5,5.4,5.9825,57.5,42,20180218230000
4408,2.5,5.4,4.9875,57.5,42,20180219230000
4437,2.5,5.4,5.9825,57.5,42,20180220230000
4461,2.210833333,5.457708332999999,2.9212628869999997,88.97119342,42,20180221230000
4484,2.0,5.5,4.9875,57.5,42,20180222220000
4506,2.000810612,5.5,1.6996323530000002,449.2857143,42,20180223230000
4530,2.0,5.5,4.666666667,57.5,42,20180224230000
4561,2.0,5.5,6.9825,57.5,42,20180225230000
4585,2.0,5.5,8.523700827999999,66.45331325,42,20180226230000
4609,2.0,5.5,8.985119048,67.5,42,20180227230000
4627,2.0,5.5,12.98333333,60.0,42,20180323230000
4639,2.0,5.5,1.0,67.5,42,20180228230000
4670,2.0,5.5,8.985119048,67.5,42,20180301230000
4694,2.0,5.5,9.985119048,67.5,42,20180302230000
4718,2.0,5.5,11.98392857,62.5,42,20180303230000
4742,2.0,5.5,2.928571429,62.5,42,20180304230000
4773,2.0,5.5,1.0,60.0,42,20180305230000
4781,2.0,5.5,2.0,65.0,42,20180502230000
4804,2.0,5.5,11.72458233,66.52680653,42,20180306230000
4828,2.0,5.5,5.985119048,67.5,42,20180307230000
4852,2.0,5.5,5.992261905,67.5,42,20180308230000
4876,2.0,5.5,8.418032562,68.70646766,42,20180309230000
4914,2.0,5.5,9.725,60.0,42,20180310230000
4938,2.0,5.5,11.50443392,64.68518519,42,20180311230000
4962,2.0,5.5,13.29275569,64.87376847,42,20180312230000
4986,2.0,5.5,11.98461539,65.0,42,20180313230000
5017,2.0,5.5,13.91634137,64.95967742,42,20180314230000
5048,2.0,5.5,1.0,60.0,42,20180315230000
5072,2.0,5.5,2.004166667,60.0,42,20180316230000
5096,2.0,5.5,14.87916667,60.0,42,20180317230000
5105,2.0,5.5,4.983333333,60.0,42,20180318080000
5121,2.0,5.5,2.0,60.0,42,20180319230000
5138,2.0,5.5,11.98333333,60.0,42,20180322230000
5141,2.0,5.5,4.0,65.0,42,20180501230000
5154,2.0,5.5,6.9916666670000005,60.0,42,20180320230000
5178,2.0,5.5,4.0,60.0,42,20180321230000
5206,2.0,5.5,14.225,60.0,42,20180328230000
5230,2.0,5.5,13.98333333,60.0,42,20180329230000
5254,2.0,5.5,12.98333333,60.0,42,20180330230000
5282,2.0,5.5,13.98333333,60.0,42,20180331230000
5306,2.0,5.5,12.98333333,60.0,42,20180401230000
5330,2.0,5.5,14.80833333,60.0,42,20180402230000
5354,2.0,5.5,12.98333333,60.0,42,20180403230000
5378,2.0,5.5,4.0,60.0,42,20180404230000
5402,2.0,5.5,3.0,60.0,42,20180405230000
5426,2.0,5.5,11.89434679,64.65804598,42,20180406230000
5450,2.0,5.5,13.98461539,65.0,42,20180407230000
5474,2.0,5.5,14.98461539,65.0,42,20180408230000
5498,2.0,5.5,14.98461539,65.0,42,20180409230000
5522,2.0,5.5,5.984615385,65.0,42,20180410230000
5546,2.0,5.5,15.61153846,65.0,42,20180411230000
5570,2.0,5.5,14.98461539,65.0,42,20180412230000
5594,2.0,5.5,11.98461539,65.0,42,20180413230000
5618,2.0,5.5,2.0,65.0,42,20180414230000
5642,2.0,5.5,14.98461539,65.0,42,20180415230000
5666,2.0,5.5,14.98461539,65.0,42,20180416230000
5690,2.0,5.5,13.13846154,65.0,42,20180417230000
5714,2.0,5.5,13.98461539,65.0,42,20180418230000
5738,2.0,5.5,13.98461539,65.0,42,20180419230000
5762,2.0,5.5,16.81153846,65.0,42,20180420230000
5786,2.0,5.5,17.98461539,65.0,42,20180421230000
5810,2.0,5.5,3.0,65.0,42,20180422230000
5834,2.0,5.5,1.0,65.0,42,20180423230000
5858,2.0,5.5,6.761538462000001,62.20959596,42,20180424230000
5882,2.0,5.5,9.984615385,65.0,42,20180425230000
5906,2.0,5.5,16.98461539,65.0,42,20180426230000
5930,2.0,5.5,14.52311229,63.11399217,42,20180427230000
5954,2.0,5.5,16.9394542,63.74669187,42,20180428230000
5961,2.0,5.5,16.83343415,63.7056213,42,20180429060000
5974,2.0,5.5,6.652786392,64.07460733,42,20180430230000
6012,2.0,5.5,6.30055638,57.54787234,42,20180507230000
6036,2.0,5.5,13.99166667,60.0,42,20180508230000
6060,2.0,5.5,12.98333333,60.0,42,20180509230000
6084,2.0,5.5,14.30833333,60.0,42,20180510230000
6108,2.0,5.5,16.93333333,60.0,42,20180511230000
6122,2.0,5.5,5.983333332999999,60.0,42,20180512230000
6146,2.0,5.5,14.98333333,60.0,42,20180513230000
6170,2.0,5.5,15.98333333,60.0,42,20180514230000
6193,2.0,5.5,14.98333333,60.0,42,20180515230000
6217,2.0,5.5,4.0,60.0,42,20180516230000
6241,2.0,5.5,3.0,60.0,42,20180517230000
6265,2.0,5.5,7.983333332999999,60.0,42,20180518230000
6289,2.0,5.5,12.20833333,60.0,42,20180519230000
6313,2.0,5.5,15.98333333,60.0,42,20180520230000
6337,2.0,5.5,14.98333333,60.0,42,20180521230000
6361,2.0,5.5,11.98333333,60.0,42,20180522230000
6385,2.0,5.5,11.98333333,60.0,42,20180523230000
6409,2.0,5.5,13.3375,60.0,42,20180524230000
6433,2.0,5.5,12.98333333,60.0,42,20180525230000
6457,2.0,5.5,7.983333332999999,60.0,42,20180526230000
6481,2.0,5.5,11.98333333,60.0,42,20180527230000
6505,2.0,5.5,3.7473776219999997,52.51313485,42,20180528230000
6529,2.0,5.5,12.33411232,57.02090592,42,20180529230000
6553,2.0,5.5,10.98333333,60.0,42,20180530230000
6577,2.0,5.5,10.98333333,60.0,42,20180531230000
6601,2.0,5.5,13.70833333,60.0,42,20180601230000
6625,2.0,5.5,12.98333333,60.0,42,20180602230000
6649,2.0,5.5,11.98333333,60.0,42,20180603230000
6673,2.0,5.5,10.98333333,60.0,42,20180604230000
6697,2.0,5.5,6.845833333,60.0,42,20180605230000
6721,2.0,5.5,10.98333333,60.0,42,20180606230000
6745,2.0,5.5,12.825,60.0,42,20180607230000
6769,2.0,5.5,11.98333333,60.0,42,20180608230000
6793,2.0,5.5,11.98333333,60.0,42,20180609230000
6817,2.0,5.5,7.983333332999999,60.0,42,20180610230000
6841,2.0,5.5,3.0,60.0,42,20180611230000
6859,2.0,5.5,11.98333333,60.0,42,20180612230000
6883,2.0,5.5,9.983333333,60.0,42,20180613230000
6907,2.0,5.5,12.55,60.0,42,20180614230000
6931,2.0,5.5,12.97916667,60.0,42,20180615230000
6955,2.0,5.5,12.98333333,60.0,42,20180616230000
6979,2.0,5.5,10.98333333,60.0,42,20180617230000
7003,2.0,5.5,9.516666667,60.0,42,20180618230000
7027,2.0,5.5,6.983333332999999,60.0,42,20180619230000
7051,2.0,5.5,12.6375,60.0,42,20180620230000
7075,2.0,5.5,12.98333333,60.0,42,20180621230000
7099,2.0,5.5,11.98333333,60.0,42,20180622230000
7123,2.0,5.5,10.98333333,60.0,42,20180623230000
7147,2.0,5.5,11.98333333,60.0,42,20180624230000
7171,2.0,5.5,11.98333333,60.0,42,20180625230000
7195,2.0,5.5,3.0,60.0,42,20180626230000
7219,2.0,5.5,5.983333332999999,60.0,42,20180627230000
7232,2.0,5.5,2.0,60.0,42,20180628230000
7256,2.0,5.5,8.983333333,60.0,42,20180629230000
7280,2.0,5.5,2.0,60.0,42,20180630230000
7304,2.0,5.5,4.0,60.0,42,20180701230000
7328,2.0,5.5,7.275,60.0,42,20180702230000
7352,0.818624045,2.2512161219999998,2.826106195,111.1413044,42,20180703230000
12,2.4,6.0,3.99,100.0,44,20180106230000
17,2.2,5.8,6.095918367,70.0,44,20180115230000
41,2.2,5.8,4.975510204,70.0,44,20180114230000
49,2.4901388890000002,6.0,3.99,100.0,44,20180105230000
160,2.0,5.8,1.0,200.0,44,20170821230000
184,2.0,5.8,1.0,200.0,44,20170822230000
208,2.0,5.8,1.0,200.0,44,20170823230000
239,2.0,5.8,1.0,100.0,44,20170824230000
262,2.0,5.8,1.0,100.0,44,20170825230000
278,2.2,5.8,5.7880952379999995,60.0,44,20180113230000
293,2.0,5.8,1.0,100.0,44,20170826230000
317,2.131111111,5.8,1.0,100.0,44,20170827230000
341,2.2,5.8,1.0,100.0,44,20170828230000
358,2.5,6.0,3.0761904760000003,90.0,44,20180104230000
372,2.2,5.8,2.0,100.0,44,20170829230000
396,2.2,5.8,2.0,100.0,44,20170830230000
427,2.2,5.8,2.99,100.0,44,20170831230000
451,2.2,5.8,2.99,100.0,44,20170901230000
482,2.2,5.8,2.99,100.0,44,20170902230000
506,2.205,5.8,2.0,100.0,44,20170903230000
537,2.2,5.711944443999999,2.0,100.0,44,20170904230000
561,2.2,5.6,1.8307131319999999,169.9933244,44,20170905230000
585,2.2,5.6,1.9948571430000002,207.1428571,44,20170906230000
616,1.7094339619999999,5.6,0.92669745,167.4170185,44,20170907230000
640,1.725486111,5.6,4.000197603999999,206.80952380000002,44,20170908230000
659,2.2,5.8,5.269047619,60.0,44,20180112230000
671,1.8477083330000001,5.6,3.1330501930000003,170.0,44,20170909230000
695,1.9,5.6,3.9933333330000003,150.0,44,20170910230000
718,2.5,6.0,4.004189944,82.16393443,44,20180103230000
726,1.957430556,5.6,3.99,100.0,44,20170911230000
750,2.030902778,5.6,5.99,100.0,44,20170912230000
774,2.1,5.6,7.3440476189999995,120.0,44,20170913230000
805,2.1,5.6,4.992857143,140.0,44,20170914230000
829,2.1325,5.6,6.331868132,130.0,44,20170915230000
860,2.236516854,5.6,4.992307692,130.0,44,20170916230000
884,2.327083333,5.6,6.3263736260000005,130.0,44,20170917230000
908,2.4165277780000003,5.6,6.992307692000001,130.0,44,20170918230000
939,2.5,5.6,6.992307692000001,130.0,44,20170919230000
970,2.600138889,5.6,4.991666667,120.0,44,20170920230000
994,2.7284722219999997,5.6,3.714017203,116.29464979999999,44,20170921230000
1018,2.82625,5.6,8.698701299,110.0,44,20170922230000
1049,2.932453092,5.6,8.990909091,110.0,44,20170923230000
1073,3.0,5.6,9.863636364,110.0,44,20170924230000
1104,3.0,5.6,9.991666667,120.0,44,20170925230000
1128,3.0,5.6,7.453846154,130.0,44,20170926230000
1152,3.0,5.6,2.954081633,140.0,44,20170927230000
1175,2.1941666669999997,5.799444444,5.983333332999999,60.0,44,20180111230000
1183,2.992361111,5.6,5.288623862,142.6953489,44,20170928230000
1199,2.5,6.0,4.223977505,75.52123552,44,20180102230000
1214,2.971458333,5.657083332999999,7.281158454,159.41295680000002,44,20170929230000
1238,2.876319444,5.8,6.058035714,160.0,44,20170930230000
1262,2.8,5.8,1.0,160.0,44,20171001230000
1286,2.746492659,5.8,1.50442394,147.0382314,44,20171002230000
1317,2.750555556,5.8,6.0412572220000005,158.7863726,44,20171003230000
1348,2.7,5.8,5.99375,160.0,44,20171004230000
1372,2.7,5.8,2.955268348,159.4808489,44,20171005230000
1420,2.658125,5.841875,6.106991592000001,151.1850312,44,20171007230000
1458,2.498126301,5.925537821,6.458922364,143.7343079,44,20171008230000
1482,2.5,6.0,7.107965766,147.5829872,44,20171009230000
1493,2.5,6.0,7.993333333,150.0,44,20171010230000
1504,2.5,6.0,1.467332695,140.989011,44,20171011230000
1526,2.5,6.0,7.992747252999999,138.5714286,44,20171013230000
1537,2.465277778,6.0,2.347775226,128.21784399999999,44,20171014230000
1548,2.5,6.0,3.228205128,124.2857143,44,20171015230000
1556,2.190977444,5.799140709,3.940476191,60.0,44,20180110230000
1573,2.5,6.0,2.9919413919999998,124.2857143,44,20171016230000
1584,2.5,6.0,2.76456044,124.2857143,44,20171017230000
1595,2.5,6.0,2.9919413919999998,124.2857143,44,20171018230000
1606,2.5,6.0,3.9919413919999998,124.2857143,44,20171019230000
1617,2.5,6.0,5.995238095,124.2857143,44,20171020230000
1628,2.5,6.0,7.489936057,124.0854473,44,20171021230000
1639,2.5,6.0,9.05018315,124.2857143,44,20171022230000
1650,2.5,6.0,6.435989011,124.2857143,44,20171023230000
1661,2.5,6.0,5.991941392,124.2857143,44,20171024230000
1672,2.5,6.0,6.162271062,124.2857143,44,20171025230000
1687,2.559375,6.0,2.341071429,80.0,44,20180101230000
1697,2.5,6.0,3.9919413919999998,124.2857143,44,20171026230000
1708,2.5,6.0,2.9919413919999998,124.2857143,44,20171027230000
1719,2.5,6.0,4.991941392,124.2857143,44,20171028230000
1730,2.5,6.0,4.991941392,124.2857143,44,20171029230000
1741,2.5,6.0,4.991941392,124.2857143,44,20171030230000
1752,2.5,6.0,4.991941392,124.2857143,44,20171031230000
1776,2.5,6.0,4.991941392,124.2857143,44,20171101230000
1800,2.5,6.0,5.0673964510000005,120.9044402,44,20171102230000
1838,2.5,6.0,5.358742864,120.5247233,44,20171103230000
1862,2.5,6.0,6.663369962999999,124.2857143,44,20171104230000
1886,2.5,6.0,6.740003288,133.0553478,44,20171105230000
1910,2.5,6.0,6.579356357999999,134.28571430000002,44,20171106230000
1941,2.5,6.0,3.9925431710000003,134.28571430000002,44,20171107230000
1972,2.5,6.0,5.992543171,134.28571430000002,44,20171108230000
1996,2.5,6.0,5.992543171,134.28571430000002,44,20171109230000
2007,2.5,6.0,5.969466248,134.28571430000002,44,20171110230000
2018,2.5,6.0,3.3839874410000004,134.28571430000002,44,20171111230000
2029,2.5,6.0,4.992543171,134.28571430000002,44,20171112230000
2040,2.5,6.0,4.992543171,134.28571430000002,44,20171113230000
2046,2.3,5.8,10.33265306,70.0,44,20180403230000
2058,2.5,6.0,5.088461539,134.28571430000002,44,20171114230000
2069,2.5,6.0,5.091522763,134.28571430000002,44,20171115230000
2087,2.5,6.0,5.1139717430000005,134.28571430000002,44,20171116230000
2098,2.5,6.0,4.963797795,133.33484520000002,44,20171117230000
2109,2.5,6.0,5.055808477,134.28571430000002,44,20171118230000
2120,2.5,6.0,5.256828885,134.28571430000002,44,20171119230000
2131,2.5,6.0,4.992543171,134.28571430000002,44,20171120230000
2142,2.5,6.0,5.099686028,134.28571430000002,44,20171121230000
2153,2.5,6.0,3.5969387760000004,134.28571430000002,44,20171122230000
2164,2.5,6.0,4.005379962,131.4118541,44,20171123230000
2182,2.5,6.0,4.992543171,134.28571430000002,44,20171124230000
2193,2.5,6.0,3.176808101,133.5992456,44,20171125230000
2211,2.5,6.0,3.9925431710000003,134.28571430000002,44,20171126230000
2222,2.5,6.0,1.855180534,134.28571430000002,44,20171127230000
2233,2.5,6.0,4.8639717430000005,134.28571430000002,44,20171128230000
2244,2.532592078,6.0,3.8743970410000004,122.37566140000001,44,20171129230000
2255,2.6,6.0,2.9919413919999998,124.2857143,44,20171130230000
2279,2.687152778,6.0,3.9919413919999998,124.2857143,44,20171201230000
2304,2.8,6.0,3.991233766,114.2857143,44,20171202230000
2335,2.8,6.0,4.024395767,114.56298980000001,44,20171203230000
2359,2.8,6.0,3.991341991,115.7142857,44,20171204230000
2383,2.8,6.0,3.991341991,115.7142857,44,20171205230000
2413,2.8,6.0,3.991341991,115.7142857,44,20171206230000
2437,2.8,6.0,2.0,115.7142857,44,20171207230000
2468,2.81209173,6.0,3.006797096,115.11599509999999,44,20171208230000
2492,2.9,6.0,3.0961038960000002,115.7142857,44,20171209230000
2503,2.9,6.0,2.0011640330000002,114.41612669999999,44,20171210230000
2514,2.9,6.0,3.3125971560000003,111.5090031,44,20171211230000
2532,2.967847222,6.0,2.99404722,104.1580281,44,20171212230000
