,ec,ph,cunt,otmsuplyqy,id,measDtStr
2074,2.7660675489999997,5.567211304,24.5,75.82730079,9,20180206230000
2098,2.755833333,5.636309526000001,22.5,81.31389987,9,20180207230000
2122,2.767305253,5.685568345,23.5,81.83333333,9,20180208230000
2146,2.731481468,5.618518476,20.5,81.83333333,9,20180209230000
2177,2.7491666589999997,5.569166611,17.0,81.83333333,9,20180210230000
2182,2.182536291,5.835124126,43.5,54.8110198,9,20180522230000
2198,2.76896552,5.566758638,23.0,93.91666667,9,20180201230000
2222,2.768571442,5.658571427,28.0,80.43154762,9,20180202230000
2244,2.7807692530000003,5.588675201,24.0,78.98611111,9,20180203230000
2268,2.758556837,5.5859514710000004,22.5,79.56001984,9,20180204230000
2299,2.7692857280000003,5.576571412000001,21.0,75.84507576,9,20180205230000
2320,2.525174801,5.710139817000001,9.5,171.76136359999998,9,20180127230000
2344,2.5340909,5.666818135,9.5,163.4111111,9,20180128230000
2396,2.099999934,5.724999984,9.0,150.9125,9,20171102230000
2399,2.49333334,5.656666652,4.0,116.1888889,9,20180130230000
2423,2.767184284,5.616252531000001,18.0,93.91666667,9,20180131230000
2466,2.5,5.618750006,7.5,193.5535714,9,20180123230000
2490,2.511805544,5.640277727000001,6.0,182.87857140000003,9,20180124230000
2521,2.57222222,5.688333329,7.5,199.34821430000002,9,20180125230000
2545,2.482500017,5.728333374,7.5,206.68154760000002,9,20180126230000
2588,2.718571435,5.495714337999999,5.0,187.6875,9,20180118230000
2612,2.7414285510000003,5.504999961,7.0,198.5555556,9,20180119230000
2643,2.7062499669999998,5.493750006,6.5,201.89484130000002,9,20180120230000
2667,2.7374999819999997,5.512499987999999,4.0,163.5,9,20180121230000
2691,2.53125,5.574107132000001,6.5,194.01190480000002,9,20180122230000
2710,2.691666685,5.547619002,5.0,197.91666669999998,9,20180113230000
2734,2.737499997,5.637499987999999,7.0,197.59375,9,20180114230000
2756,2.1122916430000003,5.768333325,13.5,165.5668498,9,20171101230000
2765,2.7312500010000003,5.558035693,5.5,181.2,9,20180115230000
2789,2.7249999639999998,5.450000048,2.0,186.83333330000002,9,20180116230000
2813,2.7291666869999998,5.4958333370000005,3.0,241.41666669999998,9,20180117230000
2821,2.7552719260000003,5.854809509,44.0,76.0,9,20180302230000
2832,2.7233333510000004,5.558333317000001,4.5,148.95833330000002,9,20180108230000
2856,2.688333305,5.616666555,4.0,210.83333330000002,9,20180109230000
2887,2.725,5.581666676,5.0,165.7833333,9,20180110230000
2911,2.716666659,5.722222222,7.0,168.9930556,9,20180111230000
2935,2.735714297,5.691666592000001,5.5,188.91666669999998,9,20180112230000
2957,2.695138872,5.6736110779999995,6.5,162.37896830000003,9,20180103230000
2978,2.7475000019999998,5.725,4.0,192.9611111,9,20180104230000
3009,2.757499993,5.587499964,4.0,204.9777778,9,20180105230000
3033,2.6857142960000004,5.65714281,7.0,184.63095239999998,9,20180106230000
3057,2.7750000360000002,5.43750006,2.5,157.47222219999998,9,20180107230000
3103,2.7399999939999997,5.576666594,3.5,178.86111110000002,9,20171230230000
3134,2.7666666510000004,5.549999952,5.5,172.9833333,9,20171231230000
3158,2.7544643160000004,5.560714227999999,6.0,172.9595238,9,20180101230000
3182,2.575000008,5.549999992,4.5,190.2583333,9,20180102230000
3209,2.699999988,5.299999952,2.0,186.83333330000002,9,20171221230000
3233,2.7750000360000002,5.325000167,1.5,211.5,9,20171222230000
3244,2.0255881980000003,5.7933823989999995,14.5,141.96309519999997,9,20171031230000
3264,2.740476183,5.470238124,6.0,203.40277780000002,9,20171223230000
3286,2.75,5.450000048,1.0,93.91666667,9,20171224230000
3310,2.5,5.383333405,5.0,215.0,9,20171215230000
3334,2.489999986,5.469999981,4.0,230.79166669999998,9,20171216230000
3358,2.556250006,5.40625,5.5,213.1166667,9,20171217230000
3389,2.6875,5.387500048,3.5,175.84722219999998,9,20171218230000
3413,2.681250021,5.28125001,5.0,201.83333330000002,9,20171219230000
3432,2.1124999819999997,5.787500082999999,2.5,149.29166669999998,9,20171210230000
3456,2.116666595,5.716666699,2.5,147.13888889999998,9,20171211230000
3480,2.285416651,5.431249956,8.5,192.5868056,9,20171212230000
3511,2.464285714,5.457142898,6.0,208.4305556,9,20171213230000
3535,2.5047619,5.401190491,5.5,239.6611111,9,20171214230000
3554,2.728571398,5.588095267999999,5.0,76.0,9,20180228230000
3578,2.091666599,5.769047617999999,5.5,205.8,9,20171206230000
3609,2.099999905,5.683333397,3.0,214.1944444,9,20171207230000
3633,2.099999929,5.684285641000001,4.0,240.7611111,9,20171208230000
3657,2.074999929,5.699999929,2.0,204.54166669999998,9,20171209230000
3689,2.1361110869999997,5.741666661,14.0,180.33333330000002,9,20171020230000
3713,2.128267953,5.734967315,13.5,170.6135531,9,20171021230000
3744,2.157189522,5.960130717,15.0,182.37777780000002,9,20171022230000
3755,2.085714248,5.600793676,5.5,143.20833330000002,9,20171203230000
3779,2.13095235,5.648809564,4.5,175.49583330000002,9,20171204230000
3803,2.117499978,5.422500026,7.0,130.7857143,9,20171205230000
3835,2.217500019,5.7350000439999995,8.0,173.04166669999998,9,20171016230000
3866,2.196666638,5.826666672999999,11.0,198.0,9,20171017230000
3890,2.7611111010000005,5.683333291,8.5,60.97222222,9,20171018230000
3914,2.188888894,5.699444434,12.5,179.2088745,9,20171019230000
3957,2.25,5.574999929,2.0,187.25,9,20171011230000
3969,2.1394957519999998,6.035504167999999,12.5,127.98450859999998,9,20171108230000
3988,2.199999988,5.774999976,2.0,187.25,9,20171012230000
4012,2.114999947,5.963749984,13.0,186.453125,9,20171013230000
4036,2.147499985,5.815000045,16.0,171.43267969999997,9,20171014230000
4060,2.181041671,5.750625037000001,12.0,147.0,9,20171015230000
4069,2.108333284,5.670238115,6.0,220.0277778,9,20171201230000
4079,2.183333357,5.349999984,2.5,233.5,9,20171006230000
4110,2.21875,5.512499957999999,7.0,283.4047619,9,20171007230000
4134,2.150349635,5.549300656000001,10.5,240.2060606,9,20171008230000
4158,2.166666657,5.770833333,9.5,221.7425926,9,20171009230000
4182,2.1909090819999997,5.927272753,8.5,212.5300926,9,20171010230000
4201,2.175000012,5.350000024,2.0,233.5,9,20171001230000
4232,2.183333337,5.39166673,6.0,233.2777778,9,20171002230000
4256,2.096153793,5.575320536,10.5,250.15303030000004,9,20171003230000
4280,2.129166663,5.5625,10.0,243.6498317,9,20171004230000
4304,2.1669642540000003,5.439285772000001,6.5,260.6071429,9,20171005230000
4354,2.270238076,5.472619074,4.5,233.2666667,9,20170927230000
4378,2.205098035,5.672549015,13.5,246.2811355,9,20170928230000
4402,2.258541651,5.617083331,14.5,251.5436508,9,20170929230000
4426,2.102573489,5.729963217999999,14.5,245.4674603,9,20170930230000
4457,2.107142823,5.742857116000001,5.0,233.3194444,9,20171130230000
4476,2.216898159,5.973379627000001,19.5,211.5882353,9,20170922230000
4500,2.312237781,5.714685267,10.5,200.35,9,20170923230000
4524,2.263529415,5.835686326,14.5,187.6418269,9,20170924230000
4548,2.202573531,5.871875007000001,15.0,217.03125,9,20170925230000
4570,2.069444404,5.840625039,12.5,165.38835469999998,9,20171105230000
4579,2.238909781,5.925563884,13.0,247.10119049999997,9,20170926230000
4612,2.3016666669999997,5.770833328999999,12.5,196.6089744,9,20170919230000
4636,2.275387,5.897058842000001,15.0,183.7541478,9,20170920230000
4660,2.230909092,5.969090904,17.0,185.48495369999998,9,20170921230000
4696,2.136057655,6.092307656,11.5,141.8532051,9,20171107230000
4701,2.106666605,5.8616667510000005,5.0,222.23611110000002,9,20171129230000
4736,2.099999934,5.9375,4.0,178.08333330000002,9,20171124230000
4760,2.102380931,5.939285732999999,5.0,224.7333333,9,20171125230000
4784,2.112499952,5.875,2.0,186.04166669999998,9,20171126230000
4808,2.097618979,5.832142909,5.0,210.7222222,9,20171127230000
4839,2.12499997,5.900000036000001,4.0,146.20833330000002,9,20171128230000
4846,2.758536574,5.839024445,31.5,76.0,9,20180227230000
4859,2.116666635,5.987499972,11.0,125.85833329999998,9,20171119230000
4883,2.138888849,5.927777794,7.0,175.02777780000002,9,20171120230000
4906,2.103749961,5.963750005,7.0,179.3571429,9,20171121230000
4930,2.074999929,5.774999857,2.0,181.0,9,20171122230000
4961,2.116666595,5.866666714,2.5,130.4583333,9,20171123230000
4982,2.12235291,6.0398038839999995,13.5,112.36666670000001,9,20171114230000
5006,2.1022726940000003,5.93446976,8.0,114.7724868,9,20171115230000
5030,2.127499965,5.981666669,13.5,126.5357143,9,20171116230000
5053,2.142857092,5.885714361000001,6.0,150.0333333,9,20171117230000
5056,2.06282048,5.998076887000001,10.5,196.1435185,9,20171106230000
5084,2.115865345,5.961298114,12.5,129.2976191,9,20171118230000
5104,2.08373012,6.042857132000001,13.0,138.8205128,9,20171109230000
5128,2.121818155,6.101363587000001,8.0,141.41666669999998,9,20171110230000
5152,2.107499963,6.06249994,15.0,136.63888889999998,9,20171111230000
5183,2.098627405,6.037647023,12.5,140.1853633,9,20171112230000
5207,2.099206321,5.949206371,5.5,110.44166670000001,9,20171113230000
5227,2.75005371,5.816362325,45.5,70.95238095,9,20180226230000
5263,2.116666595,5.558333277999999,2.5,177.83333330000002,9,20171103230000
5287,2.116666623,5.686507893,13.0,154.84615390000002,9,20171104230000
5313,2.104545442,6.086363619,8.5,185.0,9,20171026230000
5337,2.072377586,6.017132866,10.5,189.8,9,20171027230000
5361,2.064102521,5.872051281,11.0,181.16666669999998,9,20171028230000
5385,2.070833286,5.843055613,9.0,180.83333330000002,9,20171029230000
5409,2.037362598,5.835439592999999,11.0,193.89393940000002,9,20171030230000
5427,2.754884793,5.7309677510000006,26.0,72.21428571,9,20180225230000
5438,2.067857117,6.057142837000001,11.5,166.52777780000002,9,20171024230000
5462,2.0838234780000002,6.1686274,15.5,161.96813730000002,9,20171025230000
5497,2.330042046,5.750840367,13.0,180.5320513,9,20170916230000
5521,2.270676691,5.842731848,16.5,167.10555559999997,9,20170917230000
5552,2.3510869569999997,5.896014481,17.5,168.6663943,9,20170918230000
5585,3.5199999930000003,5.804285737000001,9.0,54.05769231,9,20170820230000
5609,3.128449479,5.881010001,32.5,96.23458254,9,20170821230000
5633,3.068518511,5.890740766,23.0,72.10869565,9,20170822230000
5657,2.771182247,6.120504928,24.0,55.98834499,9,20170823230000
5940,2.154341697,5.97535011,15.0,177.61111110000002,9,20171023230000
6158,2.2236769869999997,6.034375447,65.5,55.07539683,9,20180410230000
6182,2.21285126,6.016024667999999,74.0,55.12642522,9,20180411230000
6206,2.242763155,6.0065789160000005,61.5,55.586898399999995,9,20180412230000
6230,2.309731169,5.875591415,24.5,55.38097222,9,20180413230000
6253,2.328571422,5.635714224,6.0,55.0,9,20180414230000
6289,2.235882647,6.00139487,65.0,54.93589744,9,20180415230000
6313,2.233564964,5.988088449,66.0,53.53611111,9,20180416230000
6337,2.231982486,5.993807063999999,59.5,53.75211864,9,20180417230000
6361,2.2075290709999997,6.091947628,69.0,53.85024155,9,20180418230000
6383,2.211737792,5.8000914770000005,29.5,57.10881226,9,20180513230000
6392,2.216873529,5.931931046,66.5,53.82769196,9,20180419230000
6401,2.13988093,5.83365386,70.0,54.81031486,9,20180521230000
6423,2.2248248580000003,5.9394712610000004,67.0,53.27800074,9,20180420230000
6447,2.233785415,5.964059686000001,69.0,53.76115899,9,20180421230000
6471,2.2964285909999997,5.79047623,30.0,53.24410774,9,20180422230000
6495,2.271111115,5.5227777829999996,7.0,54.38194444,9,20180423230000
6533,2.298636358,5.686818196,17.5,53.65631808,9,20180424230000
6557,2.132685375,5.935492343,72.0,53.75462963,9,20180425230000
6581,2.1395593999999996,5.963106262999999,60.5,53.74872426,9,20180426230000
6605,2.123893153,5.980441171,63.5,53.38661202,9,20180427230000
6631,2.164052363,5.94300461,45.5,54.86280193,9,20180515230000
6636,2.1102353480000002,5.925081189,69.0,53.00567585,9,20180428230000
6667,2.1165181680000003,5.966940118999999,66.0,54.90253456,9,20180429230000
6691,2.1622555269999997,5.886675378,54.0,55.80377359,9,20180430230000
6713,2.174694766,5.814150969,43.5,54.88565892,9,20180501230000
6737,2.189304031,5.804542163,32.0,55.12990196,9,20180502230000
6768,2.152989098,5.902113542,55.5,57.66604316,9,20180503230000
6782,2.1599776019999997,5.746929951,46.0,55.95224586,9,20180520230000
6799,2.117120253,5.9613071070000005,79.0,55.96630295,9,20180504230000
6823,2.158920914,6.00731834,60.5,56.17903006,9,20180505230000
6847,2.2038888919999997,5.327777818,7.0,55.16666667,9,20180506230000
6878,2.192894754,5.670789494,33.0,56.07083333,9,20180507230000
6902,2.140278449,5.823189900000001,57.0,55.87939478,9,20180508230000
6933,2.111691267,5.909018365,76.0,55.43238095,9,20180509230000
6957,2.128322736,6.032049005,65.5,55.39163124,9,20180510230000
6981,2.132330305,5.923608177999999,67.5,55.29536143,9,20180511230000
6991,2.130157417,5.967021063,59.5,54.7081449,9,20180514230000
7012,2.217500001,5.404999988999999,7.5,54.04166667,9,20180512230000
7059,2.200630243,5.898319355,28.5,55.63518519,9,20180516230000
7083,2.191031723,5.863214336,28.5,56.33922663,9,20180517230000
7107,2.207692293,5.68461541,11.5,56.23295455,9,20180518230000
7131,2.1531914569999997,5.78085107,36.5,53.86736111,9,20180519230000
7156,2.126630406,5.837500017999999,72.0,49.98077295,9,20180526230000
7180,2.16899997,5.674999962,42.0,50.07539683,9,20180527230000
7204,2.130565718,5.307713454,70.5,51.38113487,9,20180528230000
7228,2.14463833,5.199095849,69.0,53.93181818,9,20180529230000
7252,2.20929052,4.982854741000001,33.5,53.36636905,9,20180530230000
7276,2.129288899,4.854462509,76.0,53.20833333,9,20180531230000
7300,2.133326287,5.0622020910000005,68.0,52.66666667,9,20180601230000
7321,2.1384673419999998,5.040559956,75.0,53.13377193,9,20180602230000
7345,2.145240242,5.014702549,77.5,53.19950257,9,20180603230000
7369,2.157413392,5.192911235,64.5,53.48941799,9,20180604230000
7393,2.1724637540000002,5.2644927610000005,57.5,53.57753358,9,20180605230000
7417,2.138049606,5.435086129,83.0,53.29600175,9,20180606230000
7441,2.1372035240000002,5.579347833,76.5,53.12844956,9,20180607230000
7465,2.165207721,5.513654687000001,59.5,52.95451977,9,20180608230000
7489,2.158165242,5.492310928999999,67.5,53.53127744,9,20180609230000
7513,2.162512794,5.47984617,62.5,53.33474576,9,20180610230000
7537,2.188611105,5.434444491,38.5,53.57658570000001,9,20180611230000
7561,2.170583696,5.514349705,55.0,52.97729277,9,20180612230000
7585,2.153892461,6.010472662000001,69.5,53.845667500000005,9,20180613230000
7609,2.147413761,5.926817552999999,71.0,52.90375587,9,20180614230000
7633,2.134975451,6.1361529820000005,82.5,53.51874203,9,20180615230000
7657,2.131127353,6.043010666,77.5,52.96818788,9,20180616230000
7681,2.185925535,5.756680069,57.0,53.59113301,9,20180617230000
7705,2.1480754909999997,5.534429902,68.5,53.10555556,9,20180618230000
7729,2.234090913,5.172727245,17.5,54.01644737,9,20180619230000
7753,2.175990844,5.354045686,63.5,53.03430886,9,20180620230000
7777,2.13958329,5.36944448,55.0,53.28533598,9,20180621230000
7801,2.1852458830000003,5.531147535,46.0,53.94494542,9,20180622230000
7825,2.15597568,5.593977566,45.0,53.18489197,9,20180623230000
7849,2.1515384330000002,5.736153848,52.5,53.1171024,9,20180624230000
7873,2.177580878,5.796733451000001,44.0,53.72919897,9,20180625230000
7897,2.214732154,5.66071429,12.5,54.0267094,9,20180626230000
7920,2.207097852,5.839631804,38.0,52.66666667,9,20180627230000
7944,2.246710528,5.686842027000001,14.5,52.66666667,9,20180628230000
7968,2.189009736,5.873116905,43.0,53.47997836,9,20180629230000
7992,2.236590915,5.792500006,17.0,54.04912281,9,20180630230000
8016,2.203125,5.862500042000001,14.0,47.25,9,20180701230000
8040,2.201785719,5.884761944,14.0,48.46428571,9,20180702230000
8064,2.144740707,6.025666647,42.5,48.04791667,9,20180703230000
8088,2.178961509,6.086038403,41.5,47.64576023,9,20180704230000
8112,2.1607575430000003,6.033686842000001,40.0,47.53331238,9,20180705230000
8123,2.241666675,5.983333349,2.0,36.95833333,9,20180706110000
14,3.03214285,5.491071400000001,7.5,68.395,21,20171213230000
15,2.87166665,5.54404755,14.5,73.535,21,20171025230000
81,2.9708333,5.6125,7.0,71.5,21,20171212230000
88,2.8958333,5.445833299999999,12.0,74.75,21,20171024230000
120,2.825,5.525,4.0,77.5,21,20171211230000
127,2.784375,5.48253675,16.5,72.405,21,20171023230000
172,2.90666665,5.2466666,15.0,71.635,21,20170922230000
196,2.845,5.26,10.0,71.05,21,20170923230000
227,2.75673075,5.4487179,12.5,71.99,21,20170924230000
251,3.41999995,5.4,15.0,56.27,21,20170925230000
282,2.75595235,5.36476185,14.5,54.535,21,20170926230000
306,2.8833333,5.36666665,5.0,98.335,21,20170927230000
337,2.9485714,5.31595235,14.5,68.165,21,20170928230000
361,2.77625,5.31,15.5,70.08,21,20170929230000
385,2.8714285,5.2928571,21.0,71.81,21,20170930230000
416,2.81,5.3733333,4.0,95.635,21,20171001230000
447,2.8375,5.425,8.0,71.19,21,20171002230000
471,2.75479165,5.46041665,15.5,72.235,21,20171003230000
495,2.77142855,5.7214285,14.0,74.0,21,20171004230000
519,2.725,5.75625,8.0,73.44,21,20171005230000
527,2.99999995,5.46666665,3.0,75.165,21,20171210230000
550,2.88,5.72,5.0,69.7,21,20171006230000
565,2.859375,5.525,16.0,63.685,21,20171022230000
581,2.94090905,5.5136363,11.0,71.14,21,20171007230000
605,2.8747252,5.51840655,13.5,74.26,21,20171008230000
629,2.915625,5.58125,16.0,70.97,21,20171009230000
660,2.81249995,5.695833299999999,12.0,73.295,21,20171010230000
691,2.8275,5.5275,4.5,76.25,21,20171011230000
715,2.9333332999999997,5.56666665,2.5,68.085,21,20171012230000
739,2.82352935,5.37352935,17.0,83.82,21,20171013230000
763,2.8050653,5.3813724999999994,17.5,70.13,21,20171014230000
794,2.84999995,5.4318181,11.0,68.77,21,20171015230000
825,2.91666665,5.47430555,8.5,61.9,21,20171016230000
849,2.8035714,5.5178571,14.0,68.145,21,20171017230000
873,2.73571425,5.5571428,7.0,64.785,21,20171018230000
897,2.8633333,5.47,15.0,62.6,21,20171019230000
908,2.975,5.525,4.0,54.25,21,20171209230000
923,3.065,5.305,10.0,85.3,21,20180227230000
935,2.81408665,5.55123835,18.0,53.935,21,20171020230000
959,2.975,5.5,16.0,56.0,21,20171021230000
985,2.8140909,5.60863635,10.5,67.98,21,20171026230000
1009,2.77613635,5.72765145,11.5,62.39,21,20171027230000
1033,2.82307685,5.4230769,13.0,70.965,21,20171028230000
1071,2.845,5.3883333,9.5,66.32,21,20171029230000
1095,2.8933332999999997,5.4933333,15.0,66.03,21,20171030230000
1119,2.92142855,5.4392857,14.0,66.425,21,20171031230000
1143,2.795,5.535,10.0,71.0,21,20171101230000
1174,2.92767855,5.54642855,7.5,76.035,21,20171102230000
1205,2.93,5.48,5.0,78.5,21,20171103230000
1229,2.76442305,5.49967945,12.5,74.81,21,20171104230000
1253,2.80697115,5.5245192,14.5,60.99,21,20171105230000
1277,2.8708332999999997,5.54999995,12.0,68.04,21,20171106230000
1308,2.87272725,5.7227272000000005,11.0,62.36,21,20171107230000
1320,2.99652775,5.54791665,8.5,71.345,21,20171208230000
1339,2.81,5.77,10.0,67.4,21,20171108230000
1363,2.9134615000000004,5.541025599999999,12.5,67.5,21,20171109230000
1387,2.69999995,5.62142855,7.0,72.93,21,20171110230000
1411,2.9307692000000003,5.37272725,12.0,75.87,21,20180226230000
1418,2.79999995,5.62499995,12.0,66.04,21,20171111230000
1442,2.75480765,5.61923075,12.5,61.435,21,20171112230000
1449,2.9,5.4125,8.0,88.0,21,20180307230000
1473,2.89,5.62,5.0,71.0,21,20171113230000
1497,2.9196969,5.58522725,11.5,67.765,21,20171114230000
1521,2.90793645,5.61984125,8.0,68.15,21,20171115230000
1547,2.81,5.64,10.0,73.45,21,20171116230000
1578,2.8833333,5.65,7.0,71.105,21,20171117230000
1602,2.8045454,5.740908999999999,11.0,71.91,21,20171118230000
1626,2.825,5.565,10.0,73.3,21,20171119230000
1654,2.8636362999999996,5.63181815,11.0,72.045,21,20171120230000
1678,2.79954545,5.659090900000001,10.5,69.03,21,20171121230000
1709,2.85,5.6,1.0,68.0,21,20171122230000
1733,2.575,5.7,2.0,58.5,21,20171123230000
1757,2.7525,5.655,4.5,62.525,21,20171124230000
1788,2.79166665,5.6722222,8.5,75.66,21,20171125230000
1812,2.74166665,5.71666665,6.0,101.25,21,20171126230000
1823,2.79999995,5.5321428,14.0,74.21,21,20180306230000
1843,2.87777775,5.68888885,9.0,88.89,21,20171127230000
1867,2.9125,5.5583333,5.0,74.75,21,20171128230000
1885,2.98888885,5.3166666,9.0,64.39,21,20180225230000
1898,3.0694444,5.2756944,8.5,90.845,21,20171129230000
1922,2.9416666,5.3416666,6.0,91.25,21,20171130230000
1946,3.03541665,4.93680555,8.5,67.93,21,20171201230000
1977,3.23571425,5.21428565,7.0,63.855,21,20171202230000
2001,3.035,5.255,4.5,62.35,21,20171203230000
2032,2.98571425,5.38452375,6.5,57.27,21,20171204230000
2056,3.03571425,5.58571425,7.0,74.785,21,20171205230000
2087,3.035,5.44166665,5.5,68.55,21,20171206230000
2111,2.9525,5.5525,4.5,62.025,21,20171207230000
2147,3.07976185,5.54404755,6.5,77.52,21,20171214230000
2171,2.98571425,5.5628570999999996,6.0,66.3,21,20171215230000
2195,3.12777775,5.34722215,7.5,51.085,21,20171216230000
2226,3.07857135,5.414285700000001,7.0,68.145,21,20171217230000
2257,3.0625,5.4875,4.0,78.75,21,20171218230000
2281,2.97,5.48,5.0,72.3,21,20171219230000
2305,3.075,5.39375,8.0,83.44,21,20171220230000
2329,2.9875,5.6,4.0,71.0,21,20171221230000
