,hvstGrupp,hvstCo,fcluHg,grwtLt,lefLt,frmWeek,lefCunt,lefBt,stemThck,ec,ph,cunt,otmsuplyqy
3105,9.3325,0.5,19.875,22.1,33.3,12,15.75,29.975,7.77,2.349545455,6.339545455,22.0,29.08182102
3106,9.3325,0.5,19.875,22.1,33.3,12,15.75,29.975,7.77,2.355227273,6.4677272729999995,22.0,29.25222232
3107,6.25,1.0,15.15,17.8,33.55,9,11.0,29.3,7.885,1.941842105,4.812368421,19.0,29.06986304
3108,6.25,1.0,15.15,17.8,33.55,9,11.0,29.3,7.885,1.913928571,4.849285714,14.0,29.14267863
3109,6.25,1.0,15.15,17.8,33.55,9,11.0,29.3,7.885,1.773333333,5.21,3.0,31.03196918
3110,6.25,1.0,15.15,17.8,33.55,9,11.0,29.3,7.885,1.846842105,4.9026315789999995,19.0,29.267169800000005
3111,6.25,1.0,15.15,17.8,33.55,9,11.0,29.3,7.885,1.866842105,4.8044736839999995,19.0,29.20140088
3112,6.25,1.0,15.15,17.8,33.55,9,11.0,29.3,7.885,1.85,4.7489473680000005,19.0,29.30005426
3113,6.25,1.0,15.15,17.8,33.55,9,11.0,29.3,7.885,1.831071429,4.793571429,14.0,29.49970991
3114,8.875,1.0,26.225,14.433333333333302,31.875,10,13.0,29.05,7.0825,1.695,5.465,3.0,31.65677393
3115,8.875,1.0,26.225,14.433333333333302,31.875,10,13.0,29.05,7.0825,1.804473684,4.722894737,19.0,29.36582318
3116,8.875,1.0,26.225,14.433333333333302,31.875,10,13.0,29.05,7.0825,1.765,4.973,5.0,29.99062793
3117,8.875,1.0,26.225,14.433333333333302,31.875,10,13.0,29.05,7.0825,1.6825,5.1925,2.0,32.17744455
3118,8.875,1.0,26.225,14.433333333333302,31.875,10,13.0,29.05,7.0825,1.7816666669999999,4.675333333,15.0,29.61574508
3119,8.875,1.0,26.225,14.433333333333302,31.875,10,13.0,29.05,7.0825,1.8128125,4.56125,16.0,29.48297407
3120,8.875,1.0,26.225,14.433333333333302,31.875,10,13.0,29.05,7.0825,2.1877083330000002,5.60125,24.0,29.131521399999997
3128,7.75,1.25,22.1,24.925,33.25,8,14.25,31.475,8.75,2.316875,6.64375,16.0,28.93626992
3129,7.75,1.25,22.1,24.925,33.25,8,14.25,31.475,8.75,2.239285714,6.027142857,14.0,29.18730754
3130,7.75,1.25,22.1,24.925,33.25,8,14.25,31.475,8.75,2.334,4.441,10.0,29.36582318
3131,7.75,1.25,22.1,24.925,33.25,8,14.25,31.475,8.75,2.212777778,4.529444444,20.0,27.7100906
3132,7.75,1.25,22.1,24.925,33.25,8,14.25,31.475,8.75,2.056875,4.7484375,16.0,29.24867229
3133,7.75,1.25,22.1,24.925,33.25,8,14.25,31.475,8.75,2.0,4.779705882,17.0,29.2188103
3134,7.75,1.25,22.1,24.925,33.25,8,14.25,31.475,8.75,1.9917647059999999,4.756470588,17.0,29.2188103
3135,6.25,1.25,18.85,12.225,35.975,5,10.75,31.75,7.89,2.236363636,6.193636364,11.0,29.47942404
3136,6.25,1.25,18.85,12.225,35.975,5,10.75,31.75,7.89,2.213333333,6.425416667,12.0,29.00135374
3137,6.25,1.25,18.85,12.225,35.975,5,10.75,31.75,7.89,2.240454546,6.464545455,11.0,29.13862145
3138,6.25,1.25,18.85,12.225,35.975,5,10.75,31.75,7.89,2.257916667,6.459166667000001,12.0,29.26168906
3139,6.25,1.25,18.85,12.225,35.975,5,10.75,31.75,7.89,2.252333333,6.519333333,15.0,29.28251588
3140,6.25,1.25,18.85,12.225,35.975,5,10.75,31.75,7.89,2.223181818,6.5754545460000005,11.0,29.30902275
3141,6.25,1.25,18.85,12.225,35.975,5,10.75,31.75,7.89,2.218461539,6.570769231,13.0,29.41388508
3142,6.5,0.25,18.625,13.65,36.4,6,10.75,33.9,8.74,2.295416667,6.465416667,12.0,27.126939500000002
3143,6.5,0.25,18.625,13.65,36.4,6,10.75,33.9,8.74,2.4185,6.273,10.0,23.49265854
3144,6.5,0.25,18.625,13.65,36.4,6,10.75,33.9,8.74,2.4703125,6.21,16.0,23.89878163
3145,6.5,0.25,18.625,13.65,36.4,6,10.75,33.9,8.74,2.407692308,6.284615385,13.0,25.28056136
3146,6.5,0.25,18.625,13.65,36.4,6,10.75,33.9,8.74,2.2295833330000003,6.58,12.0,29.36582318
3147,6.5,0.25,18.625,13.65,36.4,6,10.75,33.9,8.74,2.268421053,6.595526316,19.0,29.16851642
3148,6.5,0.25,18.625,13.65,36.4,6,10.75,33.9,8.74,2.254230769,6.583076922999999,13.0,29.22163747
3155,5.625,0.25,21.7,13.125,36.9,4,10.0,33.375,9.575,2.30875,6.19125,4.0,30.61543268
3156,5.625,0.25,21.7,13.125,36.9,4,10.0,33.375,9.575,2.3370833330000003,6.08875,12.0,29.20962199
3157,5.625,0.25,21.7,13.125,36.9,4,10.0,33.375,9.575,2.2995,6.115,10.0,29.24086223
3158,5.625,0.25,21.7,13.125,36.9,4,10.0,33.375,9.575,2.37375,5.76,12.0,26.24179944
3159,5.625,0.25,21.7,13.125,36.9,4,10.0,33.375,9.575,2.2391666669999997,6.146666667000001,12.0,29.31375612
3160,5.625,0.25,21.7,13.125,36.9,4,10.0,33.375,9.575,2.43,5.702083332999999,12.0,24.41945226
3161,5.625,0.25,21.7,13.125,36.9,4,10.0,33.375,9.575,2.21375,6.2045833329999995,12.0,29.36582318
3175,3.75,2.25,22.225,0.0,41.6,51,10.25,37.175,8.825,1.944,6.367999999999999,5.0,45.61074664
3176,3.75,2.25,22.225,0.0,41.6,51,10.25,37.175,8.825,1.976666667,6.438333332999999,6.0,45.29834427
3177,3.75,2.25,22.225,0.0,41.6,51,10.25,37.175,8.825,2.421428571,7.077857142999999,7.0,45.25371536
3178,3.75,2.25,22.225,0.0,41.6,51,10.25,37.175,8.825,2.4016666669999998,7.04,6.0,44.98594189
3179,3.75,2.25,22.225,0.0,41.6,51,10.25,37.175,8.825,2.4441666669999997,7.0483333329999995,6.0,44.88180777
3180,3.75,2.25,22.225,0.0,41.6,51,10.25,37.175,8.825,2.4475,7.073125,8.0,44.59543893
3181,3.75,2.25,22.225,0.0,41.6,51,10.25,37.175,8.825,2.34,6.9975,2.0,46.23555139
3196,2.665,1.25,18.325,19.925,42.675,49,10.75,39.625,10.4075,2.105625,6.30125,8.0,39.98750391
3197,2.665,1.25,18.325,19.925,42.675,49,10.75,39.625,10.4075,2.030625,6.33875,8.0,40.37800687
3198,2.665,1.25,18.325,19.925,42.675,49,10.75,39.625,10.4075,1.962142857,6.279285713999999,7.0,40.61230865
3199,2.665,1.25,18.325,19.925,42.675,49,10.75,39.625,10.4075,1.8927272730000002,6.291818182,6.0,35.50973654
3200,2.665,1.25,18.325,19.925,42.675,49,10.75,39.625,10.4075,1.974166667,6.315,6.0,41.02884515
3201,2.665,1.25,18.325,19.925,42.675,49,10.75,39.625,10.4075,1.8333333330000001,6.295833332999999,6.0,40.71644278
3202,2.665,1.25,18.325,19.925,42.675,49,10.75,39.625,10.4075,1.793333333,6.351666667000001,3.0,42.0701864
3203,2.875,0.5,21.8,20.85,42.4,50,9.25,36.6,8.92,1.8914285709999998,6.211428571,7.0,40.7908243
3204,2.875,0.5,21.8,20.85,42.4,50,9.25,36.6,8.92,1.78,6.196666667000001,6.0,40.92471103
3205,2.875,0.5,21.8,20.85,42.4,50,9.25,36.6,8.92,1.954166667,6.291666667,6.0,54.04561075
3206,2.875,0.5,21.8,20.85,42.4,50,9.25,36.6,8.92,1.936428571,6.198571428999999,7.0,52.92988798
3207,2.875,0.5,21.8,20.85,42.4,50,9.25,36.6,8.92,1.956666667,6.213333333,6.0,54.670415500000004
3208,2.875,0.5,21.8,20.85,42.4,50,9.25,36.6,8.92,1.98,6.289166667000001,6.0,54.35801312
3209,2.875,0.5,21.8,20.85,42.4,50,9.25,36.6,8.92,1.936666667,6.335,6.0,46.96449026
3210,0.835,2.5,9.825,19.6,39.475,45,11.0,33.3,7.385,2.278,6.345666667000001,15.0,27.53306259
3211,0.835,2.5,9.825,19.6,39.475,45,11.0,33.3,7.385,2.301176471,6.31,17.0,30.35816013
3212,0.835,2.5,9.825,19.6,39.475,45,11.0,33.3,7.385,2.2877419359999998,6.299677419,16.0,28.81911903
3213,0.835,2.5,9.825,19.6,39.475,45,11.0,33.3,7.385,2.3025,6.1021875,16.0,30.45923149
3214,0.835,2.5,9.825,19.6,39.475,45,11.0,33.3,7.385,2.197666667,6.271333332999999,15.0,30.28220348
3215,0.835,2.5,9.825,19.6,39.475,45,11.0,33.3,7.385,2.132777778,6.354166667,18.0,30.37245305
3216,0.835,2.5,9.825,19.6,39.475,45,11.0,33.3,7.385,2.102352941,6.407058824,17.0,30.50517302
3217,0.2075,0.5,7.65,20.5,38.45,46,14.0,35.075,6.45,2.099285714,6.436071429,14.0,31.15097961
3218,0.2075,0.5,7.65,20.5,38.45,46,14.0,35.075,6.45,2.0870833330000003,6.4475,12.0,31.18817036
3219,0.2075,0.5,7.65,20.5,38.45,46,14.0,35.075,6.45,2.0777272730000003,6.485454546000001,11.0,31.29703786
3220,0.2075,0.5,7.65,20.5,38.45,46,14.0,35.075,6.45,2.1344,6.2688,13.0,27.68365655
3221,0.2075,0.5,7.65,20.5,38.45,46,14.0,35.075,6.45,2.254210526,5.661578947000001,10.0,29.92814745
3222,0.2075,0.5,7.65,20.5,38.45,46,14.0,35.075,6.45,2.3280000000000003,5.49,10.0,30.303030300000003
3223,0.2075,0.5,7.65,20.5,38.45,46,14.0,35.075,6.45,2.217692308,5.8342307689999995,13.0,30.75961839
3224,1.75,2.0,14.7,17.95,36.525,47,14.75,35.55,8.03,2.20625,5.795,12.0,28.84515256
3225,1.75,2.0,14.7,17.95,36.525,47,14.75,35.55,8.03,2.199285714,5.861428571,14.0,30.57080377
3226,1.75,2.0,14.7,17.95,36.525,47,14.75,35.55,8.03,2.204230769,5.898076923,13.0,30.71155649
3227,1.75,2.0,14.7,17.95,36.525,47,14.75,35.55,8.03,2.204230769,5.892692307999999,13.0,31.72085646
3228,1.75,2.0,14.7,17.95,36.525,47,14.75,35.55,8.03,2.19125,5.89625,12.0,35.82213892
3229,1.75,2.0,14.7,17.95,36.525,47,14.75,35.55,8.03,2.2230000000000003,5.898,10.0,40.17494533
3230,1.75,2.0,14.7,17.95,36.525,47,14.75,35.55,8.03,2.212222222,5.898888889,9.0,39.84865841
3354,1.0,3.0,29.675,22.25,46.225,43,7.25,41.75,12.49,2.521428571,5.278571428999999,7.0,85.00590319
3355,1.0,3.0,29.675,22.25,46.225,43,7.25,41.75,12.49,2.5333333330000003,5.2625,6.0,97.70431589
3356,1.0,3.0,29.675,22.25,46.225,43,7.25,41.75,12.49,2.539285714,5.253571429,7.0,98.62258953
3357,1.0,3.0,29.675,22.25,46.225,43,7.25,41.75,12.49,2.541666667,5.216666667,6.0,103.764922
3358,1.0,3.0,29.675,22.25,46.225,43,7.25,41.75,12.49,2.704166667,5.308333333,6.0,97.70431589
3359,1.0,3.0,29.675,22.25,46.225,43,7.25,41.75,12.49,2.541666667,5.241666667,3.0,110.1928375
3360,1.0,3.0,29.675,22.25,46.225,43,7.25,41.75,12.49,2.516666667,5.254166667,6.0,103.3976125
3361,1.0,1.0,7.875,19.6,42.725,44,10.5,37.025,7.1175,2.55,5.257142857,7.0,99.96064542
3362,1.0,1.0,7.875,19.6,42.725,44,10.5,37.025,7.1175,2.5321428569999997,5.25,7.0,92.08972845
3363,1.0,1.0,7.875,19.6,42.725,44,10.5,37.025,7.1175,2.530769231,5.276923077,7.0,92.87682015
3364,1.0,1.0,7.875,19.6,42.725,44,10.5,37.025,7.1175,2.725,5.2625,6.0,93.66391185
3365,1.0,1.0,7.875,19.6,42.725,44,10.5,37.025,7.1175,2.725,5.295833333,6.0,115.70247930000001
3366,1.0,1.0,7.875,19.6,42.725,44,10.5,37.025,7.1175,2.7208333330000003,5.2625,6.0,93.66391185
3367,1.0,1.0,7.875,19.6,42.725,44,10.5,37.025,7.1175,2.7125,5.304166667,6.0,93.66391185
3368,2.0,2.5,15.05,18.8,42.025,45,9.25,39.25,10.28,2.753571429,5.285714286,7.0,77.13498623
3369,2.0,2.5,15.05,18.8,42.025,45,9.25,39.25,10.28,2.729166667,5.258333333,6.0,99.17355372
3370,2.0,2.5,15.05,18.8,42.025,45,9.25,39.25,10.28,2.729166667,5.329166667,6.0,67.95224977
3371,2.0,2.5,15.05,18.8,42.025,45,9.25,39.25,10.28,2.7208333330000003,5.345833333,6.0,89.53168044
3372,2.0,2.5,15.05,18.8,42.025,45,9.25,39.25,10.28,2.741666667,5.320833333,6.0,91.82736456
3373,2.0,2.5,15.05,18.8,42.025,45,9.25,39.25,10.28,2.7208333330000003,5.358333333,6.0,88.15426997
3374,2.0,2.5,15.05,18.8,42.025,45,9.25,39.25,10.28,2.748,5.327999999999999,7.0,77.52853207
3375,2.415,1.25,29.975,14.925,42.6,46,9.0,42.225,11.53,2.715,5.34,5.0,85.95041322
3376,2.415,1.25,29.975,14.925,42.6,46,9.0,42.225,11.53,2.715,5.325,5.0,88.15426997
3377,2.415,1.25,29.975,14.925,42.6,46,9.0,42.225,11.53,2.705263158,5.352631579,6.0,62.62626263
3378,2.415,1.25,29.975,14.925,42.6,46,9.0,42.225,11.53,2.7,5.345833333,6.0,86.04224059
3379,2.415,1.25,29.975,14.925,42.6,46,9.0,42.225,11.53,2.7,5.34375,4.0,80.44077135
3380,2.415,1.25,29.975,14.925,42.6,46,9.0,42.225,11.53,2.73,5.39,5.0,85.95041322
3381,2.415,1.25,29.975,14.925,42.6,46,9.0,42.225,11.53,2.945,5.35,5.0,81.54269973
3382,1.4175,0.75,22.925,17.075,46.8,47,10.5,45.65,14.1125,2.935,5.375,5.0,81.54269973
3383,1.4175,0.75,22.925,17.075,46.8,47,10.5,45.65,14.1125,2.891666667,5.420833332999999,6.0,74.93112948
3384,1.4175,0.75,22.925,17.075,46.8,47,10.5,45.65,14.1125,2.8375,5.4375,4.0,81.54269973
3385,1.4175,0.75,22.925,17.075,46.8,47,10.5,45.65,14.1125,2.90625,5.4125,4.0,71.07438017
3386,1.4175,0.75,22.925,17.075,46.8,47,10.5,45.65,14.1125,2.925,5.465,5.0,74.7107438
3387,1.4175,0.75,22.925,17.075,46.8,47,10.5,45.65,14.1125,2.86,5.46,5.0,73.82920109999999
3388,1.4175,0.75,22.925,17.075,46.8,47,10.5,45.65,14.1125,2.945,5.44,5.0,73.16804408
3389,4.0,2.25,23.65,20.65,46.575,48,8.0,46.425,13.0875,2.9375,5.45,4.0,57.30027548
3390,4.0,2.25,23.65,20.65,46.575,48,8.0,46.425,13.0875,2.66875,5.44375,4.0,81.54269973
3391,4.0,2.25,23.65,20.65,46.575,48,8.0,46.425,13.0875,2.7,5.45625,4.0,77.13498623
3392,4.0,2.25,23.65,20.65,46.575,48,8.0,46.425,13.0875,2.73125,5.45625,4.0,57.30027548
3393,4.0,2.25,23.65,20.65,46.575,48,8.0,46.425,13.0875,2.75625,5.44375,4.0,80.44077135
3394,4.0,2.25,23.65,20.65,46.575,48,8.0,46.425,13.0875,2.725,5.45,4.0,79.61432507
3395,4.0,2.25,23.65,20.65,46.575,48,8.0,46.425,13.0875,2.725,5.4625,4.0,85.95041322
3396,4.0,0.25,19.925,14.025,45.65,49,9.5,42.9,11.5375,2.7375,5.44375,4.0,74.93112948
3397,4.0,0.25,19.925,14.025,45.65,49,9.5,42.9,11.5375,2.68125,5.44375,4.0,79.88980716
3398,4.0,0.25,19.925,14.025,45.65,49,9.5,42.9,11.5375,2.7375,5.4875,4.0,84.29752066
3399,4.0,0.25,19.925,14.025,45.65,49,9.5,42.9,11.5375,2.741666667,5.441666667000001,3.0,88.15426997
3400,4.0,0.25,19.925,14.025,45.65,49,9.5,42.9,11.5375,2.725,5.4875,4.0,77.13498623
3401,4.0,0.25,19.925,14.025,45.65,49,9.5,42.9,11.5375,2.70625,5.46875,4.0,77.13498623
3402,4.0,0.25,19.925,14.025,45.65,49,9.5,42.9,11.5375,2.75,5.45,2.0,62.53443526
3410,4.0825,0.25,18.975,13.1,41.175,51,10.5,41.425,12.79,2.75,5.44375,4.0,79.88980716
3411,4.0825,0.25,18.975,13.1,41.175,51,10.5,41.425,12.79,2.69375,5.46875,4.0,80.02754821
3412,4.0825,0.25,18.975,13.1,41.175,51,10.5,41.425,12.79,2.66875,5.45625,4.0,84.29752066
3413,4.0825,0.25,18.975,13.1,41.175,51,10.5,41.425,12.79,2.68125,5.4625,4.0,84.29752066
3414,4.0825,0.25,18.975,13.1,41.175,51,10.5,41.425,12.79,2.64375,5.46875,4.0,93.66391185
3415,4.0825,0.25,18.975,13.1,41.175,51,10.5,41.425,12.79,2.75,5.4375,4.0,82.64462809999999
3416,4.0825,0.25,18.975,13.1,41.175,51,10.5,41.425,12.79,2.525,5.425,1.0,88.15426997
3438,7.0825,5.25,36.825,0.0,40.3,3,9.5,41.525,11.29,2.75,5.40625,4.0,88.15426997
3439,7.0825,5.25,36.825,0.0,40.3,3,9.5,41.525,11.29,2.755,5.42,5.0,72.72727273
3440,7.0825,5.25,36.825,0.0,40.3,3,9.5,41.525,11.29,2.74,5.43,5.0,72.72727273
3441,7.0825,5.25,36.825,0.0,40.3,3,9.5,41.525,11.29,2.78125,5.425,4.0,82.64462809999999
3442,7.0825,5.25,36.825,0.0,40.3,3,9.5,41.525,11.29,2.75,5.41875,4.0,77.13498623
3443,7.0825,5.25,36.825,0.0,40.3,3,9.5,41.525,11.29,2.7625,5.425,2.0,88.15426997
3444,7.0825,5.25,36.825,0.0,40.3,3,9.5,41.525,11.29,2.7375,5.425,2.0,99.17355372
3445,7.415,0.5,24.625,11.233333333333302,36.125,4,12.75,38.325,9.805,2.733333333,5.4916666670000005,3.0,73.46189164
3446,7.415,0.5,24.625,11.233333333333302,36.125,4,12.75,38.325,9.805,2.76,5.44,5.0,72.72727273
3447,7.415,0.5,24.625,11.233333333333302,36.125,4,12.75,38.325,9.805,2.735,5.46,5.0,70.96418733
3448,7.415,0.5,24.625,11.233333333333302,36.125,4,12.75,38.325,9.805,2.82,5.405,5.0,74.93112948
3449,7.415,0.5,24.625,11.233333333333302,36.125,4,12.75,38.325,9.805,2.785,5.42,5.0,77.13498623
3450,7.415,0.5,24.625,11.233333333333302,36.125,4,12.75,38.325,9.805,2.83,5.41,5.0,80.66115703
3451,7.415,0.5,24.625,11.233333333333302,36.125,4,12.75,38.325,9.805,2.9,5.16,5.0,75.81267218
3452,7.75,0.5,25.5,15.0,36.0,5,11.25,36.0,9.1825,2.9,5.175,6.0,77.13498623
3453,7.75,0.5,25.5,15.0,36.0,5,11.25,36.0,9.1825,2.854166667,5.308333333,6.0,73.82920109999999
3454,7.75,0.5,25.5,15.0,36.0,5,11.25,36.0,9.1825,2.855,5.29,5.0,79.33884298
3455,7.75,0.5,25.5,15.0,36.0,5,11.25,36.0,9.1825,2.854166667,5.308333333,6.0,77.13498623
3456,7.75,0.5,25.5,15.0,36.0,5,11.25,36.0,9.1825,2.8,5.485,5.0,72.72727273
3457,7.75,0.5,25.5,15.0,36.0,5,11.25,36.0,9.1825,2.84,5.455,5.0,81.54269973
3458,7.75,0.5,25.5,15.0,36.0,5,11.25,36.0,9.1825,2.808333333,5.470833333,6.0,88.88888889
3459,8.25,1.5,31.825,20.325,37.775,6,9.25,39.65,10.235,2.804166667,5.458333333,6.0,88.88888889
3460,8.25,1.5,31.825,20.325,37.775,6,9.25,39.65,10.235,2.808333333,5.454166667000001,6.0,83.74655647
3461,8.25,1.5,31.825,20.325,37.775,6,9.25,39.65,10.235,2.795833333,5.458333333,6.0,88.15426997
3462,8.25,1.5,31.825,20.325,37.775,6,9.25,39.65,10.235,2.8416666669999997,5.441666667000001,6.0,88.15426997
3463,8.25,1.5,31.825,20.325,37.775,6,9.25,39.65,10.235,2.8625,5.466666667,6.0,86.31772268
3464,8.25,1.5,31.825,20.325,37.775,6,9.25,39.65,10.235,2.89,5.465,5.0,74.93112948
3465,8.25,1.5,31.825,20.325,37.775,6,9.25,39.65,10.235,2.825,5.485,5.0,81.54269973
3466,9.125,2.5,24.075,23.7250000000001,35.375,7,12.75,37.5,9.8925,2.814285714,5.485714286,7.0,73.98661944
3467,9.125,2.5,24.075,23.7250000000001,35.375,7,12.75,37.5,9.8925,2.7964285710000003,5.478571429,7.0,73.98661944
3468,9.125,2.5,24.075,23.7250000000001,35.375,7,12.75,37.5,9.8925,2.83,5.47,5.0,79.33884298
3469,9.125,2.5,24.075,23.7250000000001,35.375,7,12.75,37.5,9.8925,2.8125,5.483333332999999,6.0,77.13498623
3470,9.125,2.5,24.075,23.7250000000001,35.375,7,12.75,37.5,9.8925,2.8375,5.483333332999999,6.0,77.13498623
3471,9.125,2.5,24.075,23.7250000000001,35.375,7,12.75,37.5,9.8925,2.8285714289999997,5.482142857,7.0,73.98661944
3472,9.125,2.5,24.075,23.7250000000001,35.375,7,12.75,37.5,9.8925,2.883333333,5.470833333,6.0,77.13498623
3473,9.7925,2.25,20.525,30.4,35.25,8,13.75,37.95,10.1825,2.8642857139999998,5.528571428999999,7.0,83.4317198
3474,9.7925,2.25,20.525,30.4,35.25,8,13.75,37.95,10.1825,2.867857143,5.507142857000001,7.0,80.28335301
3475,9.7925,2.25,20.525,30.4,35.25,8,13.75,37.95,10.1825,2.865,5.555,5.0,72.72727273
3476,9.7925,2.25,20.525,30.4,35.25,8,13.75,37.95,10.1825,2.7964285710000003,5.528571428999999,7.0,78.70916962
3477,9.7925,2.25,20.525,30.4,35.25,8,13.75,37.95,10.1825,2.667857143,5.535714286,7.0,69.57890594
3478,9.7925,2.25,20.525,30.4,35.25,8,13.75,37.95,10.1825,2.667857143,5.5678571429999995,7.0,72.41243605
3479,9.7925,2.25,20.525,30.4,35.25,8,13.75,37.95,10.1825,2.68125,5.6,4.0,77.13498623
3480,10.625,2.0,18.7,21.2,35.725,9,12.75,37.6,10.5025,2.66875,5.553125,8.0,84.02203857
3481,10.625,2.0,18.7,21.2,35.725,9,12.75,37.6,10.5025,2.5875,5.595833333,6.0,77.13498623
3482,10.625,2.0,18.7,21.2,35.725,9,12.75,37.6,10.5025,2.58125,5.60625,4.0,77.13498623
3483,10.625,2.0,18.7,21.2,35.725,9,12.75,37.6,10.5025,2.565,5.5025,10.0,63.25068871
3484,10.625,2.0,18.7,21.2,35.725,9,12.75,37.6,10.5025,2.5386363640000003,5.706818182,11.0,64.81342349
3485,10.625,2.0,18.7,21.2,35.725,9,12.75,37.6,10.5025,2.545833333,5.720833333,6.0,52.89256198
3486,10.625,2.0,18.7,21.2,35.725,9,12.75,37.6,10.5025,2.525,5.74375,4.0,69.42148759999999
3487,11.0825,1.5,26.0,19.725,35.6,10,14.0,37.15,11.0125,2.4625,5.7875,4.0,68.31955923
3488,11.0825,1.5,26.0,19.725,35.6,10,14.0,37.15,11.0125,2.4568181819999997,5.759090909,11.0,61.70798898
3489,11.0825,1.5,26.0,19.725,35.6,10,14.0,37.15,11.0125,2.433333333,5.8041666670000005,6.0,61.70798898
3490,11.0825,1.5,26.0,19.725,35.6,10,14.0,37.15,11.0125,2.44375,5.78125,4.0,61.70798898
3491,11.0825,1.5,26.0,19.725,35.6,10,14.0,37.15,11.0125,2.475,5.7875,4.0,55.09641873
3492,11.0825,1.5,26.0,19.725,35.6,10,14.0,37.15,11.0125,2.4431818180000002,5.754545455,11.0,65.71500125
3493,11.0825,1.5,26.0,19.725,35.6,10,14.0,37.15,11.0125,2.44375,5.766666667000001,12.0,63.91184573
3494,12.5,3.5,25.775,16.95,37.675,11,11.75,37.975,12.1925,2.441666667,5.7729166670000005,12.0,65.01377411
3495,12.5,3.5,25.775,16.95,37.675,11,11.75,37.975,12.1925,2.427083333,5.7875,12.0,63.95775941
3496,12.5,3.5,25.775,16.95,37.675,11,11.75,37.975,12.1925,2.422916667,5.7875,12.0,66.8503214
3497,12.5,3.5,25.775,16.95,37.675,11,11.75,37.975,12.1925,2.425,5.65,3.0,62.442607900000006
3498,12.5,3.5,25.775,16.95,37.675,11,11.75,37.975,12.1925,2.441666667,5.6166666670000005,6.0,66.11570248
3499,12.5,3.5,25.775,16.95,37.675,11,11.75,37.975,12.1925,2.417307692,5.638461539,13.0,73.74443738
3500,12.5,3.5,25.775,16.95,37.675,11,11.75,37.975,12.1925,2.405,5.68,5.0,63.91184573
3501,13.085,2.75,19.9,15.375,38.05,12,11.5,37.9,11.0025,2.4,5.658333333,3.0,55.09641873
3502,13.085,2.75,19.9,15.375,38.05,12,11.5,37.9,11.0025,2.397222222,5.666666667,9.0,58.76951332
3503,13.085,2.75,19.9,15.375,38.05,12,11.5,37.9,11.0025,2.4,5.666666667,3.0,55.09641873
3504,13.085,2.75,19.9,15.375,38.05,12,11.5,37.9,11.0025,2.385416667,5.654166667,12.0,55.09641873
3505,13.085,2.75,19.9,15.375,38.05,12,11.5,37.9,11.0025,2.391071429,5.65,14.0,61.70798898
3506,13.085,2.75,19.9,15.375,38.05,12,11.5,37.9,11.0025,2.4307692309999998,5.644230769,13.0,61.02987921
3507,13.085,2.75,19.9,15.375,38.05,12,11.5,37.9,11.0025,2.364285714,5.691071429,14.0,59.50413223
3508,14.0825,2.75,12.7,12.525,37.25,13,14.5,38.35,6.9,2.541071429,5.667857142999999,14.0,61.70798898
3509,14.0825,2.75,12.7,12.525,37.25,13,14.5,38.35,6.9,2.521428571,5.666071429,14.0,73.04210941
3510,14.0825,2.75,12.7,12.525,37.25,13,14.5,38.35,6.9,2.551785714,5.625,14.0,66.11570248
3511,14.0825,2.75,12.7,12.525,37.25,13,14.5,38.35,6.9,2.558333333,5.63125,12.0,66.11570248
3512,14.0825,2.75,12.7,12.525,37.25,13,14.5,38.35,6.9,2.557692308,5.646153846,13.0,66.11570248
3513,14.0825,2.75,12.7,12.525,37.25,13,14.5,38.35,6.9,2.455769231,5.659615385,13.0,66.11570248
3514,14.0825,2.75,12.7,12.525,37.25,13,14.5,38.35,6.9,2.58,5.65,10.0,66.11570248
3515,15.27,3.5,16.725,19.45,32.7,14,13.25,28.05,8.3575,2.5535714290000002,5.628571429,14.0,61.90476191
3516,15.27,3.5,16.725,19.45,32.7,14,13.25,28.05,8.3575,2.548076923,5.638461539,13.0,66.11570248
3517,15.27,3.5,16.725,19.45,32.7,14,13.25,28.05,8.3575,2.54,5.665,10.0,57.30027548
3518,15.27,3.5,16.725,19.45,32.7,14,13.25,28.05,8.3575,2.55,5.691666667000001,3.0,66.11570248
3519,15.27,3.5,16.725,19.45,32.7,14,13.25,28.05,8.3575,2.586538462,5.65,13.0,66.11570248
3520,15.27,3.5,16.725,19.45,32.7,14,13.25,28.05,8.3575,2.590384615,5.659615385,13.0,66.11570248
3521,15.27,3.5,16.725,19.45,32.7,14,13.25,28.05,8.3575,2.58125,5.6875,4.0,66.11570248
3522,16.0825,2.5,8.1,10.675,33.125,15,12.5,28.375,6.0525,2.457692308,5.623076922999999,13.0,62.64038991
3523,16.0825,2.5,8.1,10.675,33.125,15,12.5,28.375,6.0525,2.528571429,5.6232142860000005,14.0,61.86540732
3524,16.0825,2.5,8.1,10.675,33.125,15,12.5,28.375,6.0525,2.398214286,5.639285714,14.0,65.72215663
3525,16.0825,2.5,8.1,10.675,33.125,15,12.5,28.375,6.0525,2.3,5.657692308,13.0,66.20046620000001
3526,16.0825,2.5,8.1,10.675,33.125,15,12.5,28.375,6.0525,2.325,5.647222222000001,9.0,66.17692072
3527,16.0825,2.5,8.1,10.675,33.125,15,12.5,28.375,6.0525,2.3,5.675,3.0,66.11570248
3528,16.0825,2.5,8.1,10.675,33.125,15,12.5,28.375,6.0525,2.358928571,5.644642857000001,14.0,66.11570248
