,flanGrupp,frmhsFclu,fcluHg,grwtLt,lefLt,frmWeek,lefCunt,lefBt,stemThck,ec,ph,cunt,otmsuplyqy
1726,5.27272727272727,6.09090909090909,15.222727272727301,17.759090909090897,52.9363636363636,42,12.6363636363636,47.7272727272727,8.027727272727281,2.3,5.5,6.5,99.63095238
1727,5.27272727272727,6.09090909090909,15.222727272727301,17.759090909090897,52.9363636363636,42,12.6363636363636,47.7272727272727,8.027727272727281,2.3,5.5,6.0,103.83333329999999
1728,5.27272727272727,6.09090909090909,15.222727272727301,17.759090909090897,52.9363636363636,42,12.6363636363636,47.7272727272727,8.027727272727281,2.3,5.5,12.0,103.91666670000001
1729,5.27272727272727,6.09090909090909,15.222727272727301,17.759090909090897,52.9363636363636,42,12.6363636363636,47.7272727272727,8.027727272727281,2.302938552,5.5,10.25,104.3022727
1730,5.27272727272727,6.09090909090909,15.222727272727301,17.759090909090897,52.9363636363636,42,12.6363636363636,47.7272727272727,8.027727272727281,2.450017802,5.5,14.0,99.57142857
1731,5.27272727272727,6.09090909090909,15.222727272727301,17.759090909090897,52.9363636363636,42,12.6363636363636,47.7272727272727,8.027727272727281,2.454445964,5.5,14.0,99.125
1739,6.52083333333333,7.25,15.125,15.7,49.975,44,12.5,39.8,10.135,2.4518674480000002,5.5,13.0,99.92307692
1740,6.52083333333333,7.25,15.125,15.7,49.975,44,12.5,39.8,10.135,2.457351254,5.5,13.0,99.92307692
1741,6.52083333333333,7.25,15.125,15.7,49.975,44,12.5,39.8,10.135,2.463805726,5.5,12.0,97.79166667
1742,6.52083333333333,7.25,15.125,15.7,49.975,44,12.5,39.8,10.135,2.491260665,5.5,5.0,98.8
1743,6.52083333333333,7.25,15.125,15.7,49.975,44,12.5,39.8,10.135,2.497967324,5.5,3.75,93.25
1744,6.52083333333333,7.25,15.125,15.7,49.975,44,12.5,39.8,10.135,2.465027262,5.5,11.0,99.0
1745,6.52083333333333,7.25,15.125,15.7,49.975,44,12.5,39.8,10.135,2.46473349,5.5,7.25,95.44642857
1746,7.4555555555555495,8.0,14.55,28.075,48.025,45,12.5,35.3375,8.5,2.463159919,5.5,11.0,99.90909091
1747,7.4555555555555495,8.0,14.55,28.075,48.025,45,12.5,35.3375,8.5,2.4934002630000003,5.5,6.5,96.38095238
1748,7.4555555555555495,8.0,14.55,28.075,48.025,45,12.5,35.3375,8.5,2.471362221,5.5,9.0,99.88888889
1749,7.4555555555555495,8.0,14.55,28.075,48.025,45,12.5,35.3375,8.5,2.469538409,5.5,6.75,97.17261905
1750,7.4555555555555495,8.0,14.55,28.075,48.025,45,12.5,35.3375,8.5,2.4827631130000003,5.5,8.0,99.875
1751,7.4555555555555495,8.0,14.55,28.075,48.025,45,12.5,35.3375,8.5,2.465251598,5.5,10.25,100.62954549999999
1752,7.4555555555555495,8.0,14.55,28.075,48.025,45,12.5,35.3375,8.5,2.4757763980000003,5.5,9.0,99.88888889
1753,7.96153846153847,8.69230769230769,16.95,19.673529411764697,48.864705882353,46,13.794117647058801,43.8823529411765,8.51794117647059,2.4870193680000003,5.5,7.0,99.85714286
1754,7.96153846153847,8.69230769230769,16.95,19.673529411764697,48.864705882353,46,13.794117647058801,43.8823529411765,8.51794117647059,2.474710308,5.5,9.0,99.88888889
1755,7.96153846153847,8.69230769230769,16.95,19.673529411764697,48.864705882353,46,13.794117647058801,43.8823529411765,8.51794117647059,2.488172864,5.5,6.0,99.83333333
1756,7.96153846153847,8.69230769230769,16.95,19.673529411764697,48.864705882353,46,13.794117647058801,43.8823529411765,8.51794117647059,2.469049724,5.5,10.0,99.9
1757,7.96153846153847,8.69230769230769,16.95,19.673529411764697,48.864705882353,46,13.794117647058801,43.8823529411765,8.51794117647059,2.4880539919999998,5.5,7.0,99.85714286
1758,7.96153846153847,8.69230769230769,16.95,19.673529411764697,48.864705882353,46,13.794117647058801,43.8823529411765,8.51794117647059,2.468107353,5.5,10.0,99.9
1759,7.96153846153847,8.69230769230769,16.95,19.673529411764697,48.864705882353,46,13.794117647058801,43.8823529411765,8.51794117647059,2.473479579,5.5,9.0,99.88888889
1760,8.55,9.0,19.975,18.0,45.85,47,12.25,34.125,9.45249999999999,2.5853587630000003,5.5,8.0,96.125
1761,8.55,9.0,19.975,18.0,45.85,47,12.25,34.125,9.45249999999999,2.672743106,5.5,9.0,94.88888889
1762,8.55,9.0,19.975,18.0,45.85,47,12.25,34.125,9.45249999999999,2.698468437,5.5,5.0,94.8
1763,8.55,9.0,19.975,18.0,45.85,47,12.25,34.125,9.45249999999999,2.6856860869999997,5.5,6.0,94.83333333
1764,8.55,9.0,19.975,18.0,45.85,47,12.25,34.125,9.45249999999999,2.68689226,5.5,5.0,94.8
1765,8.55,9.0,19.975,18.0,45.85,47,12.25,34.125,9.45249999999999,2.677567646,5.5,8.0,94.875
1766,8.55,9.0,19.975,18.0,45.85,47,12.25,34.125,9.45249999999999,2.6913681639999996,5.5,6.0,94.83333333
1767,9.18620689655172,9.689655172413788,21.584615384615397,13.520512820512801,47.5692307692307,48,10.5128205128205,44.4769230769231,10.8858974358974,2.683763022,5.5,8.0,92.90625
1768,9.18620689655172,9.689655172413788,21.584615384615397,13.520512820512801,47.5692307692307,48,10.5128205128205,44.4769230769231,10.8858974358974,2.698614035,5.5,3.75,93.47916667
1769,9.18620689655172,9.689655172413788,21.584615384615397,13.520512820512801,47.5692307692307,48,10.5128205128205,44.4769230769231,10.8858974358974,2.69500553,5.5,4.5,91.025
1770,9.18620689655172,9.689655172413788,21.584615384615397,13.520512820512801,47.5692307692307,48,10.5128205128205,44.4769230769231,10.8858974358974,2.678370983,5.5,8.0,94.875
1771,9.18620689655172,9.689655172413788,21.584615384615397,13.520512820512801,47.5692307692307,48,10.5128205128205,44.4769230769231,10.8858974358974,2.671607382,5.5,9.0,94.88888889
1772,9.18620689655172,9.689655172413788,21.584615384615397,13.520512820512801,47.5692307692307,48,10.5128205128205,44.4769230769231,10.8858974358974,2.6984055860000002,5.5,4.0,94.75
1773,9.18620689655172,9.689655172413788,21.584615384615397,13.520512820512801,47.5692307692307,48,10.5128205128205,44.4769230769231,10.8858974358974,2.68677532,5.5,7.0,94.85714286
1774,9.46666666666666,10.0,20.860975609756103,13.5414634146342,51.6682926829268,49,10.219512195122,48.8146341463415,10.2648780487805,2.679172004,5.5,6.5,94.84523809999999
1775,9.46666666666666,10.0,20.860975609756103,13.5414634146342,51.6682926829268,49,10.219512195122,48.8146341463415,10.2648780487805,2.69700989,5.5,3.5,94.70833333
1776,9.46666666666666,10.0,20.860975609756103,13.5414634146342,51.6682926829268,49,10.219512195122,48.8146341463415,10.2648780487805,2.69193849,5.5,5.0,94.8
1777,9.46666666666666,10.0,20.860975609756103,13.5414634146342,51.6682926829268,49,10.219512195122,48.8146341463415,10.2648780487805,2.689222987,5.5,4.5,88.725
1778,9.46666666666666,10.0,20.860975609756103,13.5414634146342,51.6682926829268,49,10.219512195122,48.8146341463415,10.2648780487805,2.6924969389999998,5.5,5.0,94.8
1779,9.46666666666666,10.0,20.860975609756103,13.5414634146342,51.6682926829268,49,10.219512195122,48.8146341463415,10.2648780487805,2.7,5.5,1.75,93.75
1780,9.46666666666666,10.0,20.860975609756103,13.5414634146342,51.6682926829268,49,10.219512195122,48.8146341463415,10.2648780487805,2.695003203,5.5,3.5,94.70833333
1781,10.162790697674401,10.7674418604651,13.153488372093001,15.669767441860499,50.4666666666667,50,11.976744186046501,43.083720930232495,9.843255813953482,2.683576961,5.5,6.0,94.83333333
1782,10.162790697674401,10.7674418604651,13.153488372093001,15.669767441860499,50.4666666666667,50,11.976744186046501,43.083720930232495,9.843255813953482,2.692843395,5.5,5.0,91.55
1783,10.162790697674401,10.7674418604651,13.153488372093001,15.669767441860499,50.4666666666667,50,11.976744186046501,43.083720930232495,9.843255813953482,2.686974765,5.5,6.0,94.83333333
1784,10.162790697674401,10.7674418604651,13.153488372093001,15.669767441860499,50.4666666666667,50,11.976744186046501,43.083720930232495,9.843255813953482,2.694787476,5.5,4.0,94.75
1785,10.162790697674401,10.7674418604651,13.153488372093001,15.669767441860499,50.4666666666667,50,11.976744186046501,43.083720930232495,9.843255813953482,2.676887232,5.5,6.5,94.84523809999999
1786,10.162790697674401,10.7674418604651,13.153488372093001,15.669767441860499,50.4666666666667,50,11.976744186046501,43.083720930232495,9.843255813953482,2.676385977,5.5,6.5,94.84523809999999
1787,10.162790697674401,10.7674418604651,13.153488372093001,15.669767441860499,50.4666666666667,50,11.976744186046501,43.083720930232495,9.843255813953482,2.68582,5.5,6.0,94.83333333
1816,12.187675070028,12.764705882352901,17.9019607843137,0.0,46.91960784313729,3,10.235294117647099,43.0,10.0233333333333,2.979100266,5.5,5.5,91.46666667
1817,12.187675070028,12.764705882352901,17.9019607843137,0.0,46.91960784313729,3,10.235294117647099,43.0,10.0233333333333,2.999796625,5.5,2.0,95.0
1818,12.187675070028,12.764705882352901,17.9019607843137,0.0,46.91960784313729,3,10.235294117647099,43.0,10.0233333333333,2.987861304,5.5,3.75,91.66666667
1819,12.187675070028,12.764705882352901,17.9019607843137,0.0,46.91960784313729,3,10.235294117647099,43.0,10.0233333333333,2.976396051,5.5,6.75,94.45833333
1820,12.187675070028,12.764705882352901,17.9019607843137,0.0,46.91960784313729,3,10.235294117647099,43.0,10.0233333333333,2.981333709,5.5,3.5,94.70833333
1821,12.187675070028,12.764705882352901,17.9019607843137,0.0,46.91960784313729,3,10.235294117647099,43.0,10.0233333333333,2.986877232,5.5,5.25,94.1
1822,12.679245283018801,13.2641509433962,15.947169811320698,12.2339622641509,43.237735849056605,4,10.2641509433962,35.5283018867924,9.63849056603773,2.9873786410000003,5.5,3.25,92.95833333
1823,12.679245283018801,13.2641509433962,15.947169811320698,12.2339622641509,43.237735849056605,4,10.2641509433962,35.5283018867924,9.63849056603773,2.9773175760000004,5.5,4.5,96.625
1824,12.679245283018801,13.2641509433962,15.947169811320698,12.2339622641509,43.237735849056605,4,10.2641509433962,35.5283018867924,9.63849056603773,2.96723275,5.5,8.5,100.4375
1825,12.679245283018801,13.2641509433962,15.947169811320698,12.2339622641509,43.237735849056605,4,10.2641509433962,35.5283018867924,9.63849056603773,2.9676633569999997,5.5,9.0,100.4444444
1826,12.679245283018801,13.2641509433962,15.947169811320698,12.2339622641509,43.237735849056605,4,10.2641509433962,35.5283018867924,9.63849056603773,2.962292917,5.5,9.5,95.89444444
1827,12.679245283018801,13.2641509433962,15.947169811320698,12.2339622641509,43.237735849056605,4,10.2641509433962,35.5283018867924,9.63849056603773,2.9652933480000003,5.5,7.5,94.86607143
1828,12.679245283018801,13.2641509433962,15.947169811320698,12.2339622641509,43.237735849056605,4,10.2641509433962,35.5283018867924,9.63849056603773,2.969869572,5.5,5.5,97.31666667
1829,13.425,14.0,11.375,11.375,40.95,5,11.25,38.55,10.6975,2.972706514,5.5,7.5,97.36607143
1830,13.425,14.0,11.375,11.375,40.95,5,11.25,38.55,10.6975,2.98068618,5.5,6.0,98.16666667
1831,13.425,14.0,11.375,11.375,40.95,5,11.25,38.55,10.6975,2.989866744,5.5,6.0,97.33333333
1832,13.425,14.0,11.375,11.375,40.95,5,11.25,38.55,10.6975,2.9604062589999995,5.5,9.0,97.94444444
1833,13.425,14.0,11.375,11.375,40.95,5,11.25,38.55,10.6975,2.9822749639999997,5.5,6.25,95.23214286
1834,13.425,14.0,11.375,11.375,40.95,5,11.25,38.55,10.6975,2.9903186280000003,5.5,5.0,97.3
1835,13.425,14.0,11.375,11.375,40.95,5,11.25,38.55,10.6975,2.9773345069999997,5.5,7.75,95.18303571
1836,13.8315789473684,14.2631578947368,16.9771929824561,13.326315789473698,41.214035087719296,6,9.70175438596491,42.038596491228,10.0914035087719,2.9700367539999997,5.5,7.75,95.71428571
1837,13.8315789473684,14.2631578947368,16.9771929824561,13.326315789473698,41.214035087719296,6,9.70175438596491,42.038596491228,10.0914035087719,2.981130111,5.5,7.0,96.82142857
1838,13.8315789473684,14.2631578947368,16.9771929824561,13.326315789473698,41.214035087719296,6,9.70175438596491,42.038596491228,10.0914035087719,2.958022797,5.5,9.5,97.89444444
1839,13.8315789473684,14.2631578947368,16.9771929824561,13.326315789473698,41.214035087719296,6,9.70175438596491,42.038596491228,10.0914035087719,2.973379001,5.5,4.75,95.9875
1840,13.8315789473684,14.2631578947368,16.9771929824561,13.326315789473698,41.214035087719296,6,9.70175438596491,42.038596491228,10.0914035087719,2.972517321,5.5,9.0,96.47222222
1841,13.8315789473684,14.2631578947368,16.9771929824561,13.326315789473698,41.214035087719296,6,9.70175438596491,42.038596491228,10.0914035087719,2.980271068,5.5,6.25,91.20833333
1842,13.8315789473684,14.2631578947368,16.9771929824561,13.326315789473698,41.214035087719296,6,9.70175438596491,42.038596491228,10.0914035087719,2.972034365,5.5,7.75,97.58928571
1843,14.3377723970944,15.0,15.6084745762712,12.666101694915302,40.1440677966101,7,11.2542372881356,39.735593220339,9.45881355932203,2.983383986,5.5,6.75,97.85119048
1844,14.3377723970944,15.0,15.6084745762712,12.666101694915302,40.1440677966101,7,11.2542372881356,39.735593220339,9.45881355932203,2.953509235,5.5,7.25,96.13839286
1845,14.3377723970944,15.0,15.6084745762712,12.666101694915302,40.1440677966101,7,11.2542372881356,39.735593220339,9.45881355932203,2.963680652,5.5,7.0,97.35714286
1846,14.3377723970944,15.0,15.6084745762712,12.666101694915302,40.1440677966101,7,11.2542372881356,39.735593220339,9.45881355932203,2.981065089,5.5,7.0,97.35714286
1847,14.3377723970944,15.0,15.6084745762712,12.666101694915302,40.1440677966101,7,11.2542372881356,39.735593220339,9.45881355932203,2.981135792,5.5,7.0,97.35714286
1848,14.3377723970944,15.0,15.6084745762712,12.666101694915302,40.1440677966101,7,11.2542372881356,39.735593220339,9.45881355932203,2.953256768,5.5,9.75,93.75
1849,14.3377723970944,15.0,15.6084745762712,12.666101694915302,40.1440677966101,7,11.2542372881356,39.735593220339,9.45881355932203,2.990696528,5.5,6.25,98.54761905
1850,15.0445795339412,15.6808510638298,17.8460317460317,18.7142857142857,41.036507936508,8,13.285714285714299,38.825396825396794,9.495714285714289,2.988508274,5.5,4.0,99.0625
1851,15.0445795339412,15.6808510638298,17.8460317460317,18.7142857142857,41.036507936508,8,13.285714285714299,38.825396825396794,9.495714285714289,2.977879302,5.5,7.25,97.77232143
1852,15.0445795339412,15.6808510638298,17.8460317460317,18.7142857142857,41.036507936508,8,13.285714285714299,38.825396825396794,9.495714285714289,2.9947394430000003,5.5,5.75,97.325
1853,15.0445795339412,15.6808510638298,17.8460317460317,18.7142857142857,41.036507936508,8,13.285714285714299,38.825396825396794,9.495714285714289,2.952551217,5.5,11.75,96.8125
1854,15.0445795339412,15.6808510638298,17.8460317460317,18.7142857142857,41.036507936508,8,13.285714285714299,38.825396825396794,9.495714285714289,2.984831737,5.5,6.0,92.83333333
1855,15.0445795339412,15.6808510638298,17.8460317460317,18.7142857142857,41.036507936508,8,13.285714285714299,38.825396825396794,9.495714285714289,2.9910045960000002,5.5,7.0,97.0
1856,15.0445795339412,15.6808510638298,17.8460317460317,18.7142857142857,41.036507936508,8,13.285714285714299,38.825396825396794,9.495714285714289,2.987100307,5.5,6.75,96.93452381
1857,15.0,16.0,18.3787234042553,14.2170212765958,36.987234042553204,9,11.5957446808511,32.536170212765995,9.29212765957447,2.950462453,5.5,9.0,94.05555556
1858,15.0,16.0,18.3787234042553,14.2170212765958,36.987234042553204,9,11.5957446808511,32.536170212765995,9.29212765957447,2.9629892439999996,5.5,11.25,88.44696970000001
1859,15.0,16.0,18.3787234042553,14.2170212765958,36.987234042553204,9,11.5957446808511,32.536170212765995,9.29212765957447,3.0,5.5,1.75,95.0
1860,15.0,16.0,18.3787234042553,14.2170212765958,36.987234042553204,9,11.5957446808511,32.536170212765995,9.29212765957447,2.9555768039999997,5.5,12.0,88.25
1861,15.0,16.0,18.3787234042553,14.2170212765958,36.987234042553204,9,11.5957446808511,32.536170212765995,9.29212765957447,2.95174497,5.5,14.75,89.83690476
1862,15.0,16.0,18.3787234042553,14.2170212765958,36.987234042553204,9,11.5957446808511,32.536170212765995,9.29212765957447,2.944384252,5.5,28.0,89.16224229
1863,15.0,16.0,18.3787234042553,14.2170212765958,36.987234042553204,9,11.5957446808511,32.536170212765995,9.29212765957447,2.981391657,5.5,8.5,88.1875
1864,16.050340136054402,16.6734693877551,19.628571428571398,19.8,35.083673469387804,10,12.693877551020401,34.4816326530612,12.212448979591802,2.9505416939999995,5.5,15.25,88.60625
1865,16.050340136054402,16.6734693877551,19.628571428571398,19.8,35.083673469387804,10,12.693877551020401,34.4816326530612,12.212448979591802,2.99965504,5.5,2.75,89.91666667
1866,16.050340136054402,16.6734693877551,19.628571428571398,19.8,35.083673469387804,10,12.693877551020401,34.4816326530612,12.212448979591802,2.94502844,5.5,16.25,85.84618056
1867,16.050340136054402,16.6734693877551,19.628571428571398,19.8,35.083673469387804,10,12.693877551020401,34.4816326530612,12.212448979591802,2.993942381,5.5,7.0,89.25
1868,16.050340136054402,16.6734693877551,19.628571428571398,19.8,35.083673469387804,10,12.693877551020401,34.4816326530612,12.212448979591802,2.999387543,5.5,5.0,88.9
1869,16.050340136054402,16.6734693877551,19.628571428571398,19.8,35.083673469387804,10,12.693877551020401,34.4816326530612,12.212448979591802,2.965483289,5.5,11.5,80.325
1870,16.050340136054402,16.6734693877551,19.628571428571398,19.8,35.083673469387804,10,12.693877551020401,34.4816326530612,12.212448979591802,2.957867104,5.5,12.75,87.46978022
1871,16.3333333333333,17.0,11.1,16.3,34.7666666666667,11,12.0,36.6,10.213333333333301,2.8,5.5,2.0,97.5
1872,16.3333333333333,17.0,11.1,16.3,34.7666666666667,11,12.0,36.6,10.213333333333301,2.748600765,5.5,17.0,89.57352941
1873,16.3333333333333,17.0,11.1,16.3,34.7666666666667,11,12.0,36.6,10.213333333333301,2.7430275280000003,5.5,17.25,84.61238252
1874,16.3333333333333,17.0,11.1,16.3,34.7666666666667,11,12.0,36.6,10.213333333333301,2.8488177869999998,5.5,8.75,93.09375
1875,16.3333333333333,17.0,11.1,16.3,34.7666666666667,11,12.0,36.6,10.213333333333301,2.787351583,5.5,2.0,97.5
1876,16.3333333333333,17.0,11.1,16.3,34.7666666666667,11,12.0,36.6,10.213333333333301,2.744336782,5.5,19.75,83.87631579
1877,16.3333333333333,17.0,11.1,16.3,34.7666666666667,11,12.0,36.6,10.213333333333301,2.7989217889999995,5.5,7.0,88.67857143
1878,17.3833333333334,18.0,18.8333333333333,21.8,37.033333333333395,12,14.333333333333302,37.8666666666667,9.85666666666666,2.747903365,5.5,14.75,90.86547619
1879,17.3833333333334,18.0,18.8333333333333,21.8,37.033333333333395,12,14.333333333333302,37.8666666666667,9.85666666666666,2.747966988,5.5,12.5,91.74125874
1880,17.3833333333334,18.0,18.8333333333333,21.8,37.033333333333395,12,14.333333333333302,37.8666666666667,9.85666666666666,2.740850156,5.5,18.75,89.43201754
1881,17.3833333333334,18.0,18.8333333333333,21.8,37.033333333333395,12,14.333333333333302,37.8666666666667,9.85666666666666,2.7985688439999996,5.5,3.0,94.0
1882,17.3833333333334,18.0,18.8333333333333,21.8,37.033333333333395,12,14.333333333333302,37.8666666666667,9.85666666666666,2.775749932,5.5,6.25,93.55357143
1883,17.3833333333334,18.0,18.8333333333333,21.8,37.033333333333395,12,14.333333333333302,37.8666666666667,9.85666666666666,2.8,5.5,3.0,91.58333333
1884,17.3833333333334,18.0,18.8333333333333,21.8,37.033333333333395,12,14.333333333333302,37.8666666666667,9.85666666666666,2.7442182460000004,5.5,18.0,89.06944444
1885,17.4444444444444,18.0,19.5666666666667,20.8666666666666,36.8,13,14.0,38.8,11.166666666666698,2.64912396,5.5,17.0,70.48529412
1886,17.4444444444444,18.0,19.5666666666667,20.8666666666666,36.8,13,14.0,38.8,11.166666666666698,2.555214184,5.5,20.5,71.84404762
1887,17.4444444444444,18.0,19.5666666666667,20.8666666666666,36.8,13,14.0,38.8,11.166666666666698,2.545231687,5.5,21.0,73.30952381
1888,17.4444444444444,18.0,19.5666666666667,20.8666666666666,36.8,13,14.0,38.8,11.166666666666698,2.573967802,5.5,15.0,72.08333333
1889,17.4444444444444,18.0,19.5666666666667,20.8666666666666,36.8,13,14.0,38.8,11.166666666666698,2.555598202,5.5,20.0,61.8625
1890,17.4444444444444,18.0,19.5666666666667,20.8666666666666,36.8,13,14.0,38.8,11.166666666666698,2.546626678,5.5,12.25,67.53365385
1891,17.4444444444444,18.0,19.5666666666667,20.8666666666666,36.8,13,14.0,38.8,11.166666666666698,2.493271233,5.5,9.25,77.39166667
1892,18.2783251231527,19.0,15.218965517241399,25.9310344827586,34.2793103448276,14,12.9827586206897,30.9379310344827,10.5965517241379,2.459282388,5.5,20.0,81.3625
1893,18.2783251231527,19.0,15.218965517241399,25.9310344827586,34.2793103448276,14,12.9827586206897,30.9379310344827,10.5965517241379,2.449732079,5.5,22.0,80.17045455
1894,18.2783251231527,19.0,15.218965517241399,25.9310344827586,34.2793103448276,14,12.9827586206897,30.9379310344827,10.5965517241379,2.5,5.5,6.0,81.08333333
1895,18.2783251231527,19.0,15.218965517241399,25.9310344827586,34.2793103448276,14,12.9827586206897,30.9379310344827,10.5965517241379,2.499934178,5.5,4.0,87.5
1896,18.2783251231527,19.0,15.218965517241399,25.9310344827586,34.2793103448276,14,12.9827586206897,30.9379310344827,10.5965517241379,2.448495044,5.5,20.25,79.76011905
1897,18.2783251231527,19.0,15.218965517241399,25.9310344827586,34.2793103448276,14,12.9827586206897,30.9379310344827,10.5965517241379,2.464684932,5.5,18.25,78.41008772
1898,18.2783251231527,19.0,15.218965517241399,25.9310344827586,34.2793103448276,14,12.9827586206897,30.9379310344827,10.5965517241379,2.450970473,5.5,22.0,83.44318182
1899,19.153954802259896,19.6779661016949,12.8474576271187,18.1983050847458,32.8152542372881,15,14.0169491525424,28.7627118644068,10.8830508474576,2.443518215,5.5,24.5,83.5725
1900,19.153954802259896,19.6779661016949,12.8474576271187,18.1983050847458,32.8152542372881,15,14.0169491525424,28.7627118644068,10.8830508474576,2.404894913,5.5,21.0,84.38095238
1901,19.153954802259896,19.6779661016949,12.8474576271187,18.1983050847458,32.8152542372881,15,14.0169491525424,28.7627118644068,10.8830508474576,2.344393872,5.5,23.0,79.65217391
1902,19.153954802259896,19.6779661016949,12.8474576271187,18.1983050847458,32.8152542372881,15,14.0169491525424,28.7627118644068,10.8830508474576,2.3749341669999997,5.5,16.0,81.59375
1903,19.153954802259896,19.6779661016949,12.8474576271187,18.1983050847458,32.8152542372881,15,14.0169491525424,28.7627118644068,10.8830508474576,2.4,5.5,7.0,80.64285714
1904,19.153954802259896,19.6779661016949,12.8474576271187,18.1983050847458,32.8152542372881,15,14.0169491525424,28.7627118644068,10.8830508474576,2.4,5.5,4.0,82.625
1905,19.153954802259896,19.6779661016949,12.8474576271187,18.1983050847458,32.8152542372881,15,14.0169491525424,28.7627118644068,10.8830508474576,2.344702871,5.5,22.0,80.61363636
1906,20.1182795698925,20.6774193548387,10.5693548387097,18.0854838709678,30.8225806451613,16,13.370967741935502,22.8322580645162,9.396612903225801,2.352257287,5.5,11.25,97.00946970000001
1907,20.1182795698925,20.6774193548387,10.5693548387097,18.0854838709678,30.8225806451613,16,13.370967741935502,22.8322580645162,9.396612903225801,2.3454694590000003,5.5,24.0,80.80208333
1908,20.1182795698925,20.6774193548387,10.5693548387097,18.0854838709678,30.8225806451613,16,13.370967741935502,22.8322580645162,9.396612903225801,2.3385445959999998,5.5,25.5,80.74153846
1909,20.1182795698925,20.6774193548387,10.5693548387097,18.0854838709678,30.8225806451613,16,13.370967741935502,22.8322580645162,9.396612903225801,2.338400361,5.5,25.5,80.96269231
1910,20.1182795698925,20.6774193548387,10.5693548387097,18.0854838709678,30.8225806451613,16,13.370967741935502,22.8322580645162,9.396612903225801,2.346142106,5.5,22.25,82.76333992
1911,20.1182795698925,20.6774193548387,10.5693548387097,18.0854838709678,30.8225806451613,16,13.370967741935502,22.8322580645162,9.396612903225801,2.338284389,5.5,24.0,82.02083333
1912,20.1182795698925,20.6774193548387,10.5693548387097,18.0854838709678,30.8225806451613,16,13.370967741935502,22.8322580645162,9.396612903225801,2.393287905,5.5,10.0,79.85
1913,20.819270833333302,21.34375,10.9690625,15.06875,34.2203125,17,15.3125,28.3234375,8.52234375,2.4,5.5,4.0,68.0625
1914,20.819270833333302,21.34375,10.9690625,15.06875,34.2203125,17,15.3125,28.3234375,8.52234375,2.4,5.5,6.0,71.33333333
1915,20.819270833333302,21.34375,10.9690625,15.06875,34.2203125,17,15.3125,28.3234375,8.52234375,2.33824254,5.5,28.0,69.60714286
1916,20.819270833333302,21.34375,10.9690625,15.06875,34.2203125,17,15.3125,28.3234375,8.52234375,2.348498819,5.5,23.0,68.63043478
1917,20.819270833333302,21.34375,10.9690625,15.06875,34.2203125,17,15.3125,28.3234375,8.52234375,2.344363787,5.5,23.5,68.16440217
1918,20.819270833333302,21.34375,10.9690625,15.06875,34.2203125,17,15.3125,28.3234375,8.52234375,2.337827757,5.5,27.0,68.93518519
1919,20.819270833333302,21.34375,10.9690625,15.06875,34.2203125,17,15.3125,28.3234375,8.52234375,2.339039895,5.5,28.0,69.95535714
1920,21.6985074626865,22.3432835820896,5.88358208955224,25.2029850746269,33.8820895522388,18,14.313432835820901,28.8805970149254,9.19940298507463,2.3805471959999998,5.5,15.0,66.23333333
1921,21.6985074626865,22.3432835820896,5.88358208955224,25.2029850746269,33.8820895522388,18,14.313432835820901,28.8805970149254,9.19940298507463,2.393367196,5.5,9.5,83.53333333
1922,21.6985074626865,22.3432835820896,5.88358208955224,25.2029850746269,33.8820895522388,18,14.313432835820901,28.8805970149254,9.19940298507463,2.397674419,5.5,7.0,69.5
1923,21.6985074626865,22.3432835820896,5.88358208955224,25.2029850746269,33.8820895522388,18,14.313432835820901,28.8805970149254,9.19940298507463,2.3708774630000002,5.5,16.0,75.84375
1924,21.6985074626865,22.3432835820896,5.88358208955224,25.2029850746269,33.8820895522388,18,14.313432835820901,28.8805970149254,9.19940298507463,2.335003011,5.5,29.0,69.29310345
1925,21.6985074626865,22.3432835820896,5.88358208955224,25.2029850746269,33.8820895522388,18,14.313432835820901,28.8805970149254,9.19940298507463,2.359920114,5.5,22.0,69.53409091
1926,21.6985074626865,22.3432835820896,5.88358208955224,25.2029850746269,33.8820895522388,18,14.313432835820901,28.8805970149254,9.19940298507463,2.4,5.5,5.0,73.9
1927,21.8701492537313,22.3432835820896,14.002985074626901,13.741791044776098,32.449253731343305,19,15.955223880597,24.065671641791102,7.88089552238806,2.3941912480000003,5.5,4.0,68.0625
1928,21.8701492537313,22.3432835820896,14.002985074626901,13.741791044776098,32.449253731343305,19,15.955223880597,24.065671641791102,7.88089552238806,2.379531568,5.5,11.25,72.07007576
1929,21.8701492537313,22.3432835820896,14.002985074626901,13.741791044776098,32.449253731343305,19,15.955223880597,24.065671641791102,7.88089552238806,2.358376016,5.5,16.0,70.625
1930,21.8701492537313,22.3432835820896,14.002985074626901,13.741791044776098,32.449253731343305,19,15.955223880597,24.065671641791102,7.88089552238806,2.354855506,5.5,25.0,66.26
1931,21.8701492537313,22.3432835820896,14.002985074626901,13.741791044776098,32.449253731343305,19,15.955223880597,24.065671641791102,7.88089552238806,2.347554637,5.5,24.75,69.25625
1932,21.8701492537313,22.3432835820896,14.002985074626901,13.741791044776098,32.449253731343305,19,15.955223880597,24.065671641791102,7.88089552238806,2.4,5.5,5.0,66.1
1933,22.833333333333396,23.5,10.2,15.233333333333302,33.7333333333334,20,17.0,29.8000000000001,8.23,2.33976266,5.5,27.0,70.37962963
